feature,crowding,crowd_max,dec_norm,enc_norm,enc_dec_cos,frequency,act_mag,act_mean_firing,act_std,act_max,act_kurtosis,bin_entropy,act_entropy,coact_entropy,coact_count,logit_l2,logit_linf,logit_entropy,logit_top10_mass,collateral_raw,effect_l2,collateral_ctilde,collateral_raw_nodense,collateral_ctilde_nodense,resid_delta_norm,resid_sae_frac,stab_signed,stab_abs,stab_anti_frac,effect_pc1_ratio,kl_mean,kl_per_effect,effect_cv,ctx_mean_act,intervention_value,n_ctx
49,0.46061983704566956,0.5075934529304504,1.0000554323196411,1.3055983781814575,0.40569621324539185,0.009765625,0.01105227880179882,1.1317533254623413,0.14722712337970734,4.427458763122559,471.55023193359375,0.05492175742983818,0.35066285729408264,7.018289089202881,79.9000015258789,29.958751678466797,0.6648026704788208,10.534355163574219,0.0011657439172267914,28.0625,28.25075912475586,0.9933361389031047,27.0625,0.9579388600112345,8.370800018310547,0.6315964460372925,0.3135003447532654,0.3135003447532654,0.0,0.15223771333694458,0.0076367855072021484,0.0002703214264358261,0.3965429365634918,0.4590611159801483,4.0,48
126,0.4339897334575653,0.5369232296943665,1.000056505203247,2.184908866882324,0.3063611388206482,0.0029296875,0.005290818866342306,1.805932879447937,0.13834528625011444,5.39556360244751,1207.5096435546875,0.020013848319649696,0.17618611454963684,5.941590309143066,80.0,49.57696533203125,1.3388164043426514,10.522846221923828,0.001355583779513836,25.041667938232422,16.483287811279297,1.5192155964118141,23.95833396911621,1.453492423895366,4.626996040344238,1.1956422328948975,0.6193351745605469,0.6193351745605469,0.0,0.24328657984733582,0.0012956425780430436,7.860340680154952e-05,0.4035620093345642,0.22574160993099213,4.0,48
187,0.37359949946403503,0.4638161063194275,1.0000014305114746,1.4042932987213135,0.44264286756515503,0.00537109375,0.004660224542021751,0.8676490783691406,0.08417017757892609,2.871030330657959,722.3285522460938,0.03342986851930618,0.2678123116493225,5.837474346160889,59.3636360168457,45.44187927246094,1.2009357213974,10.53355598449707,0.0011760713532567024,24.95833396911621,17.98931884765625,1.3873973865605227,24.0,1.3341249988342725,5.032677173614502,0.8692848086357117,0.6034225225448608,0.6034225225448608,0.0,0.24432341754436493,0.0016242144629359245,9.028771326962495e-05,0.390226274728775,0.19883625209331512,4.0,48
327,0.35466328263282776,0.49386316537857056,1.000040054321289,1.218561053276062,0.49039578437805176,0.00341796875,0.0037941490299999714,1.1100596189498901,0.08357129991054535,2.6465017795562744,742.5338134765625,0.02282176911830902,0.21135888993740082,6.0325140953063965,65.71428680419922,44.58991622924805,1.2489393949508667,10.512411117553711,0.001454631914384663,24.041667938232422,15.469223022460938,1.5541613103504222,23.166667938232422,1.4975973835026495,4.453641414642334,0.7958736419677734,0.5924907326698303,0.5924907326698303,0.0,0.21520158648490906,0.0013534880708903074,8.74955431213397e-05,0.4034973978996277,0.16188369691371918,4.0,48
372,0.4543975293636322,0.5332961678504944,1.0000320672988892,0.8855603933334351,0.5713434219360352,0.04638671875,0.03329674154520035,0.7178076505661011,0.19283418357372284,3.130570650100708,70.11788940429688,0.18773546814918518,0.5585079193115234,8.050586700439453,80.4000015258789,26.401182174682617,0.632702112197876,10.529497146606445,0.0012349756434559822,28.625,25.74788475036621,1.111741809721882,27.58333396911621,1.0712854366808147,7.626462936401367,0.5982236862182617,0.3199577033519745,0.32199954986572266,0.02083333395421505,0.14756204187870026,0.006013633217662573,0.00023355833978717252,0.39550885558128357,0.56354820728302,4.0,48
373,0.3490704596042633,0.43926873803138733,1.0000282526016235,1.3573598861694336,0.44097429513931274,0.00341796875,0.009073265828192234,2.654578447341919,0.17858168482780457,4.68440580368042,494.0245361328125,0.02282176911830902,0.23073846101760864,6.24688720703125,89.0,36.66676712036133,1.062821626663208,10.525739669799805,0.0012767112348228693,21.70833396911621,15.005826950073242,1.446660289158116,20.875,1.391126264186783,4.467765808105469,0.7999193072319031,0.5659077763557434,0.5659077763557434,0.0,0.1608620584011078,0.0012338035739958286,8.222163145547871e-05,0.4343682527542114,0.38712599873542786,4.0,48
503,0.36198779940605164,0.620281994342804,1.0000519752502441,2.5534989833831787,0.3798238933086395,0.0166015625,0.03937190771102905,2.3715784549713135,0.3560727536678314,5.792791366577148,136.58755493164062,0.08450048416852951,0.43790391087532043,6.887158393859863,92.05882263183594,39.83533477783203,1.0958515405654907,10.55136489868164,0.0011336449533700943,27.3125,15.843073844909668,1.7239394482489285,26.416667938232422,1.6673953665908123,4.386892318725586,0.9082784652709961,0.5317701101303101,0.5400875806808472,0.02083333395421505,0.3567219376564026,0.0015869074268266559,0.00010016411217668364,0.37034663558006287,1.189026951789856,4.0,48
600,0.46968361735343933,0.7700208425521851,1.0000367164611816,1.3672953844070435,0.5377390384674072,0.02001953125,0.04966436326503754,2.4807956218719482,0.5283994674682617,10.255407333374023,197.70602416992188,0.09811511635780334,0.4083981215953827,7.367766380310059,67.95121765136719,36.732810974121094,2.247246026992798,10.501035690307617,0.0018656303873285651,21.25,12.228384017944336,1.7377602757191335,20.541667938232422,1.6798350371799369,4.062594890594482,0.909223735332489,0.6222545504570007,0.6222545504570007,0.0,0.18831993639469147,0.0008770150016061962,7.171961557651764e-05,0.3710169792175293,1.8303176164627075,4.0,48
638,0.4339107573032379,0.5022024512290955,1.0000234842300415,1.2410838603973389,0.45234590768814087,0.03466796875,0.03929031640291214,1.1333318948745728,0.28270795941352844,3.8433897495269775,94.42861938476562,0.15061156451702118,0.5058014392852783,7.799237251281738,84.32394409179688,29.78896713256836,0.9489341974258423,10.517671585083008,0.0015738510992377996,29.291667938232422,27.063289642333984,1.0823395202329462,28.166667938232422,1.040770294375624,8.240426063537598,0.6581457853317261,0.31441670656204224,0.31441670656204224,0.0,0.15805703401565552,0.006343121640384197,0.00023438102765297624,0.4400956630706787,0.910214364528656,4.0,48
661,0.39056017994880676,0.6154675483703613,1.0000513792037964,1.4026907682418823,0.4828881621360779,0.0078125,0.016877515241503716,2.1603219509124756,0.27985724806785583,8.299736022949219,510.89141845703125,0.04568839073181152,0.29152441024780273,6.856884479522705,80.0,36.75946807861328,1.5279591083526611,10.525221824645996,0.0017769397236406803,26.52083396911621,15.926737785339355,1.665176780701256,25.604167938232422,1.6076216151260412,4.779250621795654,0.8606317043304443,0.5138047933578491,0.5138047933578491,0.0,0.13904623687267303,0.002089683897793293,0.00013120602126097646,0.32936805486679077,0.72010737657547,4.0,48
