feature,crowding,crowd_max,dec_norm,enc_norm,enc_dec_cos,frequency,act_mag,act_mean_firing,act_std,act_max,act_kurtosis,bin_entropy,act_entropy,coact_entropy,coact_count,logit_l2,logit_linf,logit_entropy,logit_top10_mass,collateral_raw,effect_l2,collateral_ctilde,collateral_raw_nodense,collateral_ctilde_nodense,resid_delta_norm,resid_reconstruction_norm_ratio,resid_error_delta_norm,resid_change_explained_energy,stab_signed,stab_abs,stab_anti_frac,effect_pc1_ratio,kl_mean,kl_per_effect,effect_cv,ctx_mean_act,intervention_value,n_ctx,matched_feature
44,0.07205208390951157,0.08248709887266159,1.0,,,,,,,,,,,,,59.972442626953125,0.839047908782959,12.16273307800293,0.00027822371339425445,3.0416667461395264,5.503270626068115,0.5527016473085332,2.0833334922790527,0.37856279112006713,0.7264958620071411,1.4908530712127686,1.4841054677963257,-8.715057373046875,0.36803627014160156,0.45750734210014343,0.1666666716337204,0.5176168084144592,5.46253431821242e-06,9.92597798554788e-07,0.5974095463752747,,1.0,48,2359
45,0.0733751431107521,0.08774422854185104,1.0,,,,,,,,,,,,,59.04384994506836,0.7377616167068481,12.158498764038086,0.00029693421674892306,3.1875,4.519839286804199,0.7052241884470883,1.9166667461395264,0.4240563923356138,0.6878336668014526,1.7488315105438232,1.5463149547576904,-10.735246658325195,0.3111065626144409,0.31248801946640015,0.02083333395421505,0.35798776149749756,5.01595604873728e-06,1.1097642458845529e-06,0.3251398801803589,,1.0,48,2386
46,0.07432868331670761,0.08498355746269226,1.0,,,,,,,,,,,,,56.90365982055664,0.6298633813858032,12.162715911865234,0.0002609598159324378,3.3541667461395264,5.670382499694824,0.5915238946234767,1.9375,0.3416877074319762,0.7216598987579346,2.2658591270446777,1.9357985258102417,-14.797812461853027,0.366860568523407,0.4223651587963104,0.125,0.7445443272590637,5.490196599566843e-06,9.682233235906199e-07,0.9096583127975464,,1.0,48,2387
47,0.0742533728480339,0.08282768726348877,0.9999999403953552,,,,,,,,,,,,,61.60850143432617,0.8316322565078735,12.1626558303833,0.00025148954591713846,3.5625,4.700047969818115,0.7579709856787171,2.2083334922790527,0.46985339336142523,0.7242078185081482,2.4664273262023926,2.1310956478118896,-18.166025161743164,0.3326917588710785,0.335690975189209,0.0416666679084301,0.22180065512657166,8.712891940376721e-06,1.8537878714833666e-06,0.32678094506263733,,1.0,48,2394
48,0.07128787040710449,0.08313211798667908,1.0,,,,,,,,,,,,,75.06517791748047,0.7452999353408813,12.184318542480469,0.00022352227824740112,2.75,4.863940238952637,0.5653852348601864,1.7916667461395264,0.3683570632935571,0.6913250684738159,1.9548814296722412,1.722407341003418,-13.979708671569824,0.3489285707473755,0.3489285707473755,0.0,0.41761502623558044,5.392037110141246e-06,1.1085738792334724e-06,0.341891348361969,,1.0,48,2414
49,0.07165330648422241,0.08398637175559998,1.0,,,,,,,,,,,,,72.8643798828125,0.7516616582870483,12.173742294311523,0.00023783303913660347,3.4166667461395264,4.563714027404785,0.7486592538743856,2.1666667461395264,0.4747595332181745,0.708770751953125,1.7695636749267578,1.6017141342163086,-11.186544418334961,0.311469703912735,0.3179376423358917,0.0625,0.47702351212501526,5.473003966471879e-06,1.1992434060535865e-06,0.5004659295082092,,1.0,48,2722
50,0.07027249783277512,0.07875747233629227,0.9999999403953552,,,,,,,,,,,,,59.183780670166016,0.6618103981018066,12.163263320922852,0.00024622431374154985,3.125,5.044999122619629,0.6194252799360415,1.6458333730697632,0.32623065530938156,0.7184376120567322,1.6124476194381714,1.506537914276123,-9.325287818908691,0.2750200629234314,0.2790253758430481,0.0625,0.5041431188583374,4.357926627562847e-06,8.638111747900306e-07,0.41241931915283203,,1.0,48,2747
51,0.07035742700099945,0.0743679329752922,1.0,,,,,,,,,,,,,56.69038391113281,0.6802230477333069,12.163593292236328,0.00026285991771146655,3.4375,4.912105083465576,0.6998018028101234,2.1041667461395264,0.4283635439597242,0.7135852575302124,2.1292757987976074,1.889203429222107,-15.514070510864258,0.3535022735595703,0.3977527320384979,0.125,0.558806300163269,4.84699739899952e-06,9.867454597922452e-07,0.7282682657241821,,1.0,48,2985
52,0.07506997883319855,0.08596594631671906,0.9999999403953552,,,,,,,,,,,,,63.1669807434082,0.7707263827323914,12.157428741455078,0.00028211576864123344,3.375,5.525258541107178,0.6108311436980087,2.125,0.3845973867728203,0.7257925271987915,1.8068034648895264,1.6635034084320068,-10.577326774597168,0.28606438636779785,0.29781636595726013,0.0625,0.7595297694206238,5.24693496117834e-06,9.496270468875949e-07,1.057245135307312,,1.0,48,2988
53,0.07110140472650528,0.0836891233921051,0.9999999403953552,,,,,,,,,,,,,57.94108200073242,0.7558884024620056,12.161355972290039,0.0002741444041021168,4.270833492279053,5.549354076385498,0.7696091159071824,3.3125,0.5969163164640581,0.7488436102867126,2.513211250305176,2.275716781616211,-19.0119686126709,0.4571523070335388,0.503203809261322,0.1041666716337204,0.528647243976593,4.53086749985232e-06,8.164675436674908e-07,0.6413064002990723,,1.0,48,3168
54,0.07704056799411774,0.09523962438106537,1.0,,,,,,,,,,,,,72.43794250488281,0.8543077707290649,12.174980163574219,0.00026119599351659417,3.2916667461395264,4.295185089111328,0.7663620240302498,2.5625,0.596598270125816,0.7190526723861694,3.062708616256714,2.5230579376220703,-22.94970703125,0.3736500144004822,0.37980884313583374,0.02083333395421505,0.2794225215911865,3.849419044854585e-06,8.962172656193625e-07,0.3096439242362976,,1.0,48,3194
55,0.07404845952987671,0.0854046568274498,1.0,,,,,,,,,,,,,58.14581298828125,0.8073621988296509,12.162580490112305,0.0002856594801414758,3.7708334922790527,7.871851921081543,0.4790274925510399,2.25,0.2858285470431688,0.7361888289451599,1.1615890264511108,1.2090743780136108,-5.212945938110352,0.3438335657119751,0.44694983959198,0.2083333432674408,0.9662405848503113,5.577879164775368e-06,7.085853765556033e-07,2.575592041015625,,1.0,48,3218
56,0.07875197380781174,0.08985970914363861,1.0,,,,,,,,,,,,,58.12751007080078,0.8090195655822754,12.163220405578613,0.0002746901009231806,3.1875,6.148122310638428,0.5184509731206854,2.0,0.32530257136984186,0.7037717700004578,2.5277764797210693,2.1562695503234863,-17.86316680908203,0.4078831076622009,0.537641704082489,0.1041666716337204,0.7532204389572144,7.041924163786462e-06,1.1453780189355798e-06,1.030993103981018,,1.0,48,3437
