feature,crowding,crowd_max,dec_norm,enc_norm,enc_dec_cos,frequency,act_mag,act_mean_firing,act_std,act_max,act_kurtosis,bin_entropy,act_entropy,coact_entropy,coact_count,logit_l2,logit_linf,logit_entropy,logit_top10_mass,collateral_raw,effect_l2,collateral_ctilde,collateral_w2,collateral_w2_per_effect,collateral_raw_nodense,collateral_ctilde_nodense,resid_delta_norm,resid_reconstruction_norm_ratio,resid_error_delta_norm,resid_change_explained_energy,stab_signed,stab_abs,stab_anti_frac,effect_pc1_ratio,kl_mean,kl_per_effect,effect_cv,ctx_mean_act,intervention_value,n_ctx
41,0.2741253077983856,0.506944477558136,0.3286708891391754,4.7740960121154785,0.6698861122131348,0.0029296875,0.014028143137693405,4.788272857666016,0.29760345816612244,10.386524200439453,808.6019897460938,0.020013848319649696,0.2165055125951767,4.98330545425415,33.5,1.6931804418563843,0.03769458830356598,11.444679260253906,0.0006479376461356878,0.9791666865348816,11.511459350585938,0.08506016968512684,1.1824982166290283,0.10272357132039935,0.4375,0.038005606960482816,0.23869270086288452,1.3534605503082275,0.4546162784099579,-4.8038105964660645,0.21489672362804413,0.21489672362804413,0.0,0.16180218756198883,0.0005340416682884097,4.639217770397678e-05,0.2830442488193512,0.598534107208252,0.5,48
119,0.21592223644256592,0.3566519320011139,0.21062208712100983,5.662355899810791,0.705351710319519,0.0078125,0.03174632042646408,4.063529014587402,0.3809918761253357,6.759871482849121,180.5365447998047,0.04568839073181152,0.3547849655151367,5.8988423347473145,39.625,1.0787614583969116,0.01646432653069496,11.464219093322754,0.0004816484870389104,1.1875,10.849090576171875,0.10945617889056744,1.8807284832000732,0.1733535606751434,0.5625,0.05184766368500563,0.17897269129753113,1.5110149383544922,0.3529629111289978,-6.093512058258057,0.16518168151378632,0.17730125784873962,0.0416666679084301,0.21623991429805756,0.0006001117872074246,5.531447842940127e-05,0.2853676378726959,1.354509711265564,0.5,48
243,0.21543581783771515,0.3069073259830475,0.18344846367835999,7.37242317199707,0.6015222072601318,0.00244140625,0.007414623163640499,3.03702974319458,0.15059691667556763,3.5307235717773438,420.0702209472656,0.01712392456829548,0.21049581468105316,4.345691680908203,22.399999618530273,1.382007360458374,0.01799839548766613,11.476642608642578,0.0004312017117626965,0.75,10.697566032409668,0.07010940591782125,0.5300338268280029,0.04954714228701417,0.2291666716337204,0.021422318939206073,0.15940271317958832,0.8014334440231323,0.2269909828901291,-2.9803342819213867,0.15683427453041077,0.158656045794487,0.02083333395421505,0.11766576766967773,0.00043657360947690904,4.081055519976665e-05,0.2694271504878998,0.31635725498199463,0.5,48
416,0.2902739644050598,0.3833546042442322,0.31548041105270386,6.841730117797852,0.4832953214645386,0.005859375,0.022553622722625732,3.849151611328125,0.3241160809993744,7.281269550323486,295.9404602050781,0.03595767915248871,0.312253475189209,5.530666828155518,31.416667938232422,1.5934841632843018,0.03183009475469589,11.464969635009766,0.0005852752365171909,1.0625,11.278980255126953,0.09420177844313665,2.198045253753662,0.1948797854137323,0.5208333730697632,0.046177345897138226,0.21075978875160217,1.2531570196151733,0.35920077562332153,-4.112305641174316,0.1808537244796753,0.1808537244796753,0.0,0.1489090621471405,0.0005883107660338283,5.215992511777006e-05,0.28470534086227417,0.9622879028320312,0.5,48
418,0.3437109887599945,0.7170478701591492,0.4132951498031616,5.476749420166016,0.3996255099773407,0.0029296875,0.017963336780667305,6.131485462188721,0.34056347608566284,7.895449638366699,396.17938232421875,0.020013848319649696,0.23109714686870575,4.542722225189209,25.0,2.3699898719787598,0.032762810587882996,11.473751068115234,0.00043195474427193403,1.2708333730697632,12.547820091247559,0.10127921525934304,5.652216911315918,0.4504540920820143,0.375,0.029885669142062043,0.27398881316185,0.8697236776351929,0.37441444396972656,-1.850003957748413,0.23617582023143768,0.2489188313484192,0.1041666716337204,0.18113721907138824,0.0007629161118529737,6.080068933863032e-05,0.25386348366737366,0.7664356827735901,0.5,48
421,0.2006312906742096,0.27704280614852905,0.2553071081638336,6.155656814575195,0.5719926357269287,0.00244140625,0.007543393410742283,3.0897738933563232,0.15830551087856293,4.590606689453125,537.7142333984375,0.01712392456829548,0.20623566210269928,4.923882484436035,34.0,1.3215755224227905,0.0197196863591671,11.47140884399414,0.00045958475675433874,1.0625,10.743281364440918,0.0988990200450086,3.284182071685791,0.3056963656838691,0.2083333432674408,0.019391965639388505,0.1877225935459137,1.3406813144683838,0.34859389066696167,-5.211166858673096,0.17421011626720428,0.17421011626720428,0.0,0.1621018797159195,0.0003618958580773324,3.368578420912535e-05,0.2271028757095337,0.3218514621257782,0.5,48
567,0.20314188301563263,0.2977457046508789,0.19860988855361938,6.2758073806762695,0.6922527551651001,0.00244140625,0.008053316734731197,3.2986385822296143,0.16907410323619843,4.7746100425720215,527.7786865234375,0.01712392456829548,0.20601995289325714,4.919956684112549,31.0,1.0524803400039673,0.022470513358712196,11.468639373779297,0.000646415981464088,0.75,10.42440414428711,0.07194655818208633,1.2322382926940918,0.1182070720260136,0.2083333432674408,0.01998515600354599,0.16713488101959229,1.2279281616210938,0.29496368765830994,-4.853676795959473,0.16978657245635986,0.183625265955925,0.1041666716337204,0.13991717994213104,0.0005456837825477123,5.234676001345324e-05,0.2135819047689438,0.34360817074775696,0.5,48
785,0.2364097684621811,0.3270777761936188,0.2891799807548523,9.587736129760742,0.3388960361480713,0.005859375,0.01894364506006241,3.233048677444458,0.2618092894554138,6.209451675415039,277.09881591796875,0.03595767915248871,0.31875860691070557,5.378228187561035,29.58333396911621,1.5029047727584839,0.022651711478829384,11.470012664794922,0.00046659944928251207,1.2708333730697632,11.376243591308594,0.11170940229546253,2.342994213104248,0.20595499667699946,0.4791666865348816,0.04211993899987898,0.20722365379333496,1.6795272827148438,0.4433853030204773,-6.626368999481201,0.1769862025976181,0.1769862025976181,0.0,0.14745691418647766,0.0007134454790502787,6.271362534538307e-05,0.262307733297348,0.8082621693611145,0.5,48
788,0.18892906606197357,0.29830074310302734,0.3098400831222534,4.100039958953857,0.7452198266983032,0.00439453125,0.01369509194046259,3.116394281387329,0.21335487067699432,5.004888534545898,299.8624572753906,0.02823571488261223,0.2839292883872986,5.256385803222656,31.22222137451172,1.578806757926941,0.025375226512551308,11.465066909790039,0.0005294648581184447,0.9375,11.332809448242188,0.08272441211108246,1.7592740058898926,0.15523723507152043,0.25,0.02205984322962199,0.206885427236557,1.2886587381362915,0.38401398062705994,-5.1185150146484375,0.1666407287120819,0.1666407287120819,0.0,0.16833652555942535,0.000413547910284251,3.6491208275233425e-05,0.2953648269176483,0.5843239426612854,0.5,48
841,0.20221762359142303,0.35936903953552246,0.2659675180912018,4.909787178039551,0.6813246011734009,0.00244140625,0.006033483427017927,2.4713149070739746,0.12332329899072647,3.1470558643341064,444.46307373046875,0.01712392456829548,0.20970571041107178,5.079303741455078,38.0,1.6554763317108154,0.07022092491388321,11.480113983154297,0.0009374141227453947,0.9583333730697632,11.089617729187012,0.08641716924861463,1.382189154624939,0.12463812433685097,0.3958333432674408,0.03569404758368701,0.19346413016319275,1.2130630016326904,0.34712061285972595,-4.747801303863525,0.20778977870941162,0.2446916699409485,0.1666666716337204,0.23013024032115936,0.0005363328382372856,4.836350998304154e-05,0.23669859766960144,0.2574286162853241,0.5,48
930,0.24213926494121552,0.3320867121219635,0.2561899423599243,9.622620582580566,0.3803052306175232,0.00341796875,0.01346725132316351,3.9401328563690186,0.259994775056839,7.262890815734863,584.9379272460938,0.02282176911830902,0.23855730891227722,4.951683044433594,34.42856979370117,1.3160474300384521,0.020595362409949303,11.470088005065918,0.00045842392137274146,1.2916667461395264,10.765440940856934,0.11998270688918776,3.0805206298828125,0.2861490434014783,0.4166666865348816,0.03870409846070585,0.19601041078567505,1.3621138334274292,0.3609541356563568,-4.904321193695068,0.17078523337841034,0.18415358662605286,0.125,0.18980209529399872,0.0005020533571951091,4.663565194281665e-05,0.21156829595565796,0.5746027827262878,0.5,48
1172,0.20117831230163574,0.27072420716285706,0.30308565497398376,4.931700229644775,0.6282995939254761,0.00439453125,0.015426898375153542,3.5104763507843018,0.24341613054275513,5.361440658569336,314.4339599609375,0.02823571488261223,0.28204822540283203,5.36187744140625,34.55555725097656,1.5265012979507446,0.045954957604408264,11.462268829345703,0.0008564391755498946,1.3125,10.4638090133667,0.12543233511516316,2.9791598320007324,0.28471083764506594,0.4375,0.04181077837172105,0.20288829505443573,1.183199405670166,0.3442619740962982,-3.7894482612609863,0.19201737642288208,0.195954367518425,0.02083333395421505,0.11714491993188858,0.0004926660330966115,4.708285787674837e-05,0.2255479097366333,0.6582143902778625,0.5,48
1229,0.24519085884094238,0.35886675119400024,0.1895994246006012,7.118650436401367,0.6481390595436096,0.0087890625,0.028988642618060112,3.2982633113861084,0.3204788267612457,5.3514485359191895,149.2565155029297,0.05035991966724396,0.37393712997436523,6.060649394989014,39.5,0.942209005355835,0.026820478960871696,11.464956283569336,0.0006877165869809687,0.6875,10.029691696166992,0.0685464738240433,1.4546122550964355,0.14503060489905514,0.2291666716337204,0.02284882510324937,0.1668897122144699,1.3412107229232788,0.31503826379776,-5.6859049797058105,0.16810953617095947,0.20261399447917938,0.1458333432674408,0.16505154967308044,0.0005065469304099679,5.050473586326742e-05,0.20558412373065948,1.1470896005630493,0.5,48
1262,0.361695259809494,0.4844246208667755,0.23689492046833038,9.028458595275879,0.5234394669532776,0.00244140625,0.00863182544708252,3.535595655441284,0.17959631979465485,4.418704986572266,484.0894470214844,0.01712392456829548,0.2070743292570114,4.877202987670898,31.799999237060547,1.7325031757354736,0.025282854214310646,11.498557090759277,0.0004087126289959997,0.9375,11.12613582611084,0.0842610600669877,1.6840426921844482,0.15135917060429385,0.3541666865348816,0.031831957811031104,0.18345396220684052,1.035644292831421,0.2960565984249115,-3.436997413635254,0.170446515083313,0.17333614826202393,0.0416666679084301,0.17906087636947632,0.00042549677891656756,3.824299695637193e-05,0.25519445538520813,0.3682912588119507,0.5,48
1285,0.2841735780239105,0.36596617102622986,0.3064640164375305,5.007408142089844,0.6311094760894775,0.009765625,0.025489050894975662,2.610078811645508,0.2609879970550537,3.6803293228149414,112.32559967041016,0.05492175742983818,0.39081451296806335,5.922669410705566,34.70000076293945,1.5817464590072632,0.04224884882569313,11.464018821716309,0.0008389976574108005,1.75,12.288215637207031,0.1424128653209105,2.318800449371338,0.1887011520585069,1.0,0.08137878018337742,0.22894537448883057,1.3779205083847046,0.4095073640346527,-4.700306415557861,0.16891483962535858,0.17242465913295746,0.0416666679084301,0.20830966532230377,0.000621254148427397,5.0556904782884474e-05,0.3320225775241852,0.91383957862854,0.5,48
1342,0.17438745498657227,0.35543039441108704,0.45213624835014343,2.8872885704040527,0.7565679550170898,0.017578125,0.08279424905776978,4.710072994232178,0.6642248630523682,9.36442756652832,87.32630157470703,0.08845767378807068,0.46070241928100586,6.227557182312012,30.72222137451172,2.3549954891204834,0.03900103271007538,11.465560913085938,0.0005011506727896631,1.8333333730697632,13.393394470214844,0.13688339993106471,3.34004545211792,0.24938005500039165,0.9583333730697632,0.07155268774360707,0.2666715085506439,0.7635952830314636,0.3501414954662323,-1.507739543914795,0.2092854082584381,0.2468336820602417,0.125,0.14696170389652252,0.0006112923729233444,4.564133266039205e-05,0.31205713748931885,2.116602897644043,0.5,48
1352,0.2685554027557373,0.3149423897266388,0.17158104479312897,9.9457426071167,0.5193124413490295,0.0029296875,0.013724414631724358,4.684600353240967,0.3159884512424469,12.054144859313965,1084.91455078125,0.020013848319649696,0.20487374067306519,5.261044979095459,42.83333206176758,0.8967569470405579,0.015001634135842323,11.467047691345215,0.0004880050546489656,0.5833333730697632,10.186643600463867,0.057264531417448895,1.146875262260437,0.11258617716657429,0.0416666679084301,0.004090323515944888,0.1563628613948822,0.6242287158966064,0.19691000878810883,-1.7509887218475342,0.1560678333044052,0.15777936577796936,0.0416666679084301,0.1286022961139679,0.0004912415170110762,4.822408005974272e-05,0.23292316496372223,0.5855749845504761,0.5,48
1410,0.25248679518699646,0.39633896946907043,0.27601611614227295,7.003289222717285,0.5239126086235046,0.00830078125,0.025243915617465973,3.041149377822876,0.2865906059741974,4.591371059417725,152.97711181640625,0.04803864285349846,0.36662527918815613,5.7678141593933105,32.64706039428711,1.4404720067977905,0.01895005814731121,11.472341537475586,0.0004492218140512705,1.125,10.544221878051758,0.10669350587877895,2.238245725631714,0.21227225198741256,0.4791666865348816,0.04544353216597726,0.1983138918876648,1.4102783203125,0.3679196834564209,-4.860388278961182,0.20223091542720795,0.2042933702468872,0.02083333395421505,0.15283805131912231,0.0005849383305758238,5.547477441067982e-05,0.24901263415813446,1.0344244241714478,0.5,48
1451,0.2934860587120056,0.615706205368042,0.2930809557437897,5.644803047180176,0.5823525786399841,0.00244140625,0.007486799266189337,3.0665929317474365,0.15310724079608917,3.845780849456787,443.4681396484375,0.01712392456829548,0.20960229635238647,5.005403995513916,41.400001525878906,1.4644229412078857,0.03102167695760727,11.466594696044922,0.00058606150560081,1.625,11.725057601928711,0.13859206954742595,3.5142126083374023,0.299718152750239,0.5625,0.047974177920262824,0.21351632475852966,1.150038242340088,0.35223159193992615,-3.570540428161621,0.23386482894420624,0.3227194547653198,0.2291666716337204,0.23869670927524567,0.0007031240384094417,5.996764038874359e-05,0.308295875787735,0.31943678855895996,0.5,48
1640,0.22518722712993622,0.30349287390708923,0.30005866289138794,5.479771137237549,0.5721741318702698,0.0029296875,0.007317704148590565,2.4977762699127197,0.13638770580291748,3.2242648601531982,367.4815673828125,0.020013848319649696,0.23373642563819885,3.8925628662109375,21.0,1.6246674060821533,0.023154718801379204,11.468613624572754,0.0004431018605828285,2.7083334922790527,13.424467086791992,0.20174607101731848,2.5699055194854736,0.1914344532975612,1.2291667461395264,0.09156167893124464,0.2665930986404419,1.4982465505599976,0.520915150642395,-4.703595161437988,0.19161230325698853,0.19902430474758148,0.0416666679084301,0.14397095143795013,0.0006216036854311824,4.630378851907837e-05,0.35966062545776367,0.31222203373908997,0.5,48
1817,0.15596453845500946,0.34543314576148987,0.27817216515541077,4.042047500610352,0.8986502885818481,0.00927734375,0.026859041303396225,2.8951218128204346,0.2830211818218231,4.334061622619629,121.78976440429688,0.05265381559729576,0.383748859167099,5.899577617645264,36.105262756347656,1.4713351726531982,0.021310893818736076,11.465510368347168,0.0004639347898773849,0.8333333730697632,10.955968856811523,0.07606204281888264,1.3354179859161377,0.12188953821888503,0.25,0.02281861175758859,0.1852220594882965,0.8554673194885254,0.26776739954948425,-2.444199323654175,0.15796659886837006,0.15796659886837006,0.0,0.155425027012825,0.00048086087917909026,4.3890310845601505e-05,0.30990996956825256,1.0046520233154297,0.5,48
1976,0.194067120552063,0.2902938723564148,0.2215002328157425,5.445396423339844,0.7295330762863159,0.00244140625,0.006796305533498526,2.783766746520996,0.13952775299549103,3.3623156547546387,451.2696838378906,0.01712392456829548,0.2090175449848175,5.04808235168457,35.79999923706055,1.1285464763641357,0.029385194182395935,11.465242385864258,0.0006049397634342313,0.9166666865348816,10.395364761352539,0.08818032908869385,1.5970191955566406,0.15362800927945242,0.25,0.024049180139300925,0.17341896891593933,0.9434233903884888,0.26637351512908936,-3.218860626220703,0.16262896358966827,0.17467892169952393,0.1458333432674408,0.1785133183002472,0.0006401970749720931,6.158485912262963e-05,0.22664812207221985,0.28997567296028137,0.5,48
2011,0.3158317506313324,0.5372830629348755,0.23227906227111816,7.070981025695801,0.6028024554252625,0.005859375,0.020311512053012848,3.4664981365203857,0.27422982454299927,5.9703288078308105,228.3232421875,0.03595767915248871,0.32148340344429016,4.417168617248535,28.5,1.4216716289520264,0.0196942500770092,11.476214408874512,0.0004465670499484986,1.4166667461395264,11.61629867553711,0.12195508952463054,2.017395496368408,0.173669389104136,0.8541666865348816,0.07353174273991105,0.19818054139614105,1.1385295391082764,0.3177449703216553,-3.6494407653808594,0.24246633052825928,0.3394277095794678,0.2291666716337204,0.24993617832660675,0.0007392647094093263,6.364029794875617e-05,0.24236580729484558,0.8666245341300964,0.5,48
2036,0.29685178399086,0.35328373312950134,0.3358578383922577,6.6864776611328125,0.4746011197566986,0.00537109375,0.018375370651483536,3.4211599826812744,0.2635308504104614,5.870057582855225,266.68365478515625,0.03342986851930618,0.3076404929161072,5.562176704406738,36.272727966308594,1.71243417263031,0.029791610315442085,11.462308883666992,0.0004802158218808472,1.2708333730697632,11.797798156738281,0.10771784320337363,1.826401710510254,0.1548086926643191,0.6041666865348816,0.05121012226147573,0.2294980138540268,1.5643466711044312,0.4657225012779236,-5.833516597747803,0.20446503162384033,0.20446503162384033,0.0,0.20072388648986816,0.0005049491883255541,4.280029046005935e-05,0.2593645751476288,0.7840158343315125,0.5,48
2042,0.17062783241271973,0.23617343604564667,0.3219134211540222,5.219744682312012,0.5739781856536865,0.00390625,0.01189437322318554,3.044959545135498,0.19392360746860504,4.025432586669922,291.7826843261719,0.02555946074426174,0.2699740529060364,5.064955711364746,32.875,1.632934331893921,0.02144119143486023,11.465489387512207,0.00043837318662554026,0.9166666865348816,10.936241149902344,0.08381917270586844,1.3515748977661133,0.12358678617308236,0.3333333432674408,0.030479699413506468,0.2044423520565033,0.7438207864761353,0.2767692804336548,-1.978139877319336,0.17202866077423096,0.17973975837230682,0.0625,0.16614378988742828,0.0006045902846381068,5.528318878472003e-05,0.21970008313655853,0.5074931979179382,0.5,48
2169,0.34504491090774536,0.5031759142875671,0.2120210975408554,7.475775241851807,0.6138805150985718,0.0029296875,0.017427189275622368,5.948480606079102,0.36878469586372375,9.94027328491211,589.85009765625,0.020013848319649696,0.21320849657058716,4.887548923492432,31.333332061767578,1.1798635721206665,0.027858294546604156,11.468038558959961,0.0006158940959721804,0.7916666865348816,10.789996147155762,0.073370432667843,1.7162435054779053,0.15905876892641138,0.2916666865348816,0.02703121319848225,0.1816760003566742,0.831298291683197,0.258781760931015,-3.3187999725341797,0.19996044039726257,0.20787011086940765,0.0833333358168602,0.18500569462776184,0.0005112596554681659,4.7382746761138204e-05,0.2541216313838959,0.7435600757598877,0.5,48
2264,0.3127719461917877,0.530218780040741,0.385158896446228,4.310614109039307,0.6012149453163147,0.00927734375,0.031808286905288696,3.428598403930664,0.3477746248245239,6.186628341674805,161.73951721191406,0.05265381559729576,0.37908807396888733,5.57058572769165,26.842105865478516,2.2523250579833984,0.03340853378176689,11.474373817443848,0.00047700857976451516,1.9791667461395264,13.450531005859375,0.14714413459259804,4.504802227020264,0.3349163108659948,1.0625,0.07899316381986836,0.2726362347602844,1.1149351596832275,0.4295894503593445,-3.20371675491333,0.17455920577049255,0.17455920577049255,0.0,0.11488576233386993,0.0008516339003108442,6.331600583699572e-05,0.4129125475883484,1.217126727104187,0.5,48
2281,0.18930630385875702,0.30295711755752563,0.3006165325641632,5.444355487823486,0.5655539035797119,0.00341796875,0.013622744008898735,3.985625743865967,0.2796879708766937,9.67573356628418,818.06591796875,0.02282176911830902,0.2307778000831604,5.122663497924805,34.85714340209961,1.6506465673446655,0.035351235419511795,11.466368675231934,0.0005958098918199539,1.125,11.583806991577148,0.09711833077388374,1.903541922569275,0.16432783473603327,0.4375,0.03776823974539923,0.20422151684761047,1.581036925315857,0.4155605733394623,-5.992703437805176,0.1650114208459854,0.1650114208459854,0.0,0.1262921690940857,0.0006264906842261553,5.4083315108828886e-05,0.236379474401474,0.5812370777130127,0.5,48
