feature,crowding,crowd_max,dec_norm,enc_norm,enc_dec_cos,frequency,act_mag,act_mean_firing,act_std,act_max,act_kurtosis,bin_entropy,act_entropy,coact_entropy,coact_count,logit_l2,logit_linf,logit_entropy,logit_top10_mass,collateral_raw,effect_l2,collateral_ctilde,stab_signed,stab_abs,kl_mean,kl_per_effect,effect_cv,ctx_mean_act,intervention_value,n_ctx
141,0.32204514741897583,0.37399396300315857,1.0000216960906982,1.193083643913269,0.47153282165527344,0.0068359375,0.010880276560783386,1.5916290283203125,0.17196762561798096,4.500625133514404,426.017822265625,0.04089350998401642,0.30082136392593384,6.47319221496582,67.0,42.1038932800293,0.9506835341453552,10.52238655090332,0.0011429558508098125,11.895833969116211,3.9227359294891357,3.03253498390346,0.6495896577835083,0.6495896577835083,7.625224679941311e-05,1.9438536770166478e-05,0.371266633272171,0.464225172996521,1.0,48
167,0.31003841757774353,0.4398652911186218,1.0000861883163452,1.1038916110992432,0.4671795070171356,0.0068359375,0.0038454802706837654,0.5625388026237488,0.059792157262563705,1.4836244583129883,415.7906799316406,0.04089350998401642,0.30626508593559265,6.539058208465576,69.78571319580078,39.126441955566406,0.98065185546875,10.5349760055542,0.0012205075472593307,11.645833969116211,3.8611276149749756,3.016174314930004,0.5255031585693359,0.5255031585693359,0.0001261092838831246,3.26612575734121e-05,0.33985453844070435,0.16407380998134613,1.0,48
462,0.46786943078041077,0.6983690857887268,1.0000522136688232,3.593841075897217,0.25884103775024414,0.00244140625,0.04918556287884712,20.146406173706055,1.1893329620361328,36.12405014038086,721.6599731445312,0.01712392456829548,0.17519105970859528,5.516290664672852,60.79999923706055,39.65217590332031,1.0273373126983643,10.525833129882812,0.0012203054502606392,15.5,3.6109931468963623,4.292447901873678,0.54759281873703,0.54759281873703,6.339102401398122e-05,1.7555010840415334e-05,0.42116856575012207,2.098583936691284,1.0,48
562,0.3449205458164215,0.5675009489059448,1.000034213066101,3.033676862716675,0.37456580996513367,0.0029296875,0.0026800388004630804,0.9147865772247314,0.05781201645731926,1.693937063217163,616.539794921875,0.020013848319649696,0.20774075388908386,5.9766340255737305,70.83333587646484,35.444908142089844,2.2119393348693848,10.514383316040039,0.0016877870075404644,10.020833969116211,3.3071677684783936,3.030034954479005,0.6454585194587708,0.6454585194587708,4.945805994793773e-05,1.4954808240993767e-05,0.5257453322410583,0.11434831470251083,1.0,48
569,0.34035584330558777,0.43966180086135864,1.000049352645874,1.324000358581543,0.5182565450668335,0.00341796875,0.004634573124349117,1.3559436798095703,0.13014563918113708,5.53773832321167,1602.3438720703125,0.02282176911830902,0.16788631677627563,6.047980308532715,68.57142639160156,40.20050048828125,1.0468415021896362,10.525041580200195,0.0013054641894996166,9.375,3.5070624351501465,2.6731773803926755,0.5845218896865845,0.5845218896865845,6.857932748971507e-05,1.955463541419178e-05,0.4083269238471985,0.1977417916059494,1.0,48
623,0.38009172677993774,0.49034029245376587,1.0000569820404053,2.4574880599975586,0.31190183758735657,0.005859375,0.008823692798614502,1.5059102773666382,0.19217327237129211,7.280450344085693,1074.906982421875,0.03595767915248871,0.2372530996799469,6.522849082946777,79.16666412353516,36.26310729980469,0.9047462344169617,10.522382736206055,0.0011786859249696136,13.791666984558105,4.142352104187012,3.3294289341853527,0.4885188043117523,0.4885188043117523,9.949486411642283e-05,2.40189296741979e-05,0.35856544971466064,0.37647759914398193,1.0,48
739,0.5274602770805359,0.6231735348701477,1.000025987625122,0.842441976070404,0.4971677362918854,0.0068359375,0.0037544546648859978,0.5492230653762817,0.07094833254814148,2.409435987472534,789.6231689453125,0.04089350998401642,0.2706918716430664,6.8105950355529785,80.5,15.75250244140625,0.341946005821228,10.532071113586426,0.001118992455303669,18.02083396911621,7.199493408203125,2.5030697192600413,0.24720323085784912,0.24720323085784912,0.0004185158177278936,5.8131286941623216e-05,0.3739762604236603,0.16019007563591003,1.0,48
807,0.3840797543525696,0.5498321652412415,1.0000510215759277,1.8498201370239258,0.38891148567199707,0.00341796875,0.010913741774857044,3.1930489540100098,0.24250614643096924,6.97900390625,648.3658447265625,0.02282176911830902,0.20599722862243652,6.206496238708496,82.57142639160156,35.07106399536133,0.794419527053833,10.5363130569458,0.0011440382804721594,12.3125,4.447592258453369,2.7683517860511118,0.5791581869125366,0.5791581869125366,9.807589231058955e-05,2.2051457595661083e-05,0.4648085832595825,0.4656529724597931,1.0,48
901,0.44931110739707947,0.5521539449691772,1.0000274181365967,0.777830958366394,0.6053750514984131,0.04443359375,0.02990935742855072,0.6731248497962952,0.18035654723644257,2.412506341934204,69.2215805053711,0.18178698420524597,0.5510924458503723,8.072212219238281,80.46154022216797,32.83452224731445,0.8632399439811707,10.563665390014648,0.001449930015951395,13.25,3.482083797454834,3.8051927330505144,0.537264347076416,0.537264347076416,8.603952301200479e-05,2.4709205110974575e-05,0.4896198809146881,0.5887279510498047,1.0,48
976,0.39363667368888855,0.4903929829597473,1.0000240802764893,1.4107903242111206,0.3909907937049866,0.01416015625,0.020569806918501854,1.4526540040969849,0.2355240136384964,5.268917560577393,271.6641845703125,0.07434378564357758,0.3882577121257782,7.223333358764648,81.6551742553711,46.83521270751953,1.4203020334243774,10.54709243774414,0.0010243483120575547,14.520833969116211,4.543719291687012,3.195803482782234,0.6091317534446716,0.6103256940841675,0.00014509199536405504,3.1932429300855944e-05,0.3670732378959656,0.773436963558197,1.0,48
