feature,crowding,crowd_max,dec_norm,enc_norm,enc_dec_cos,frequency,act_mag,act_mean_firing,act_std,act_max,act_kurtosis,bin_entropy,act_entropy,coact_entropy,coact_count,logit_l2,logit_linf,logit_entropy,logit_top10_mass,collateral_raw,effect_l2,collateral_ctilde,collateral_raw_nodense,collateral_ctilde_nodense,resid_delta_norm,resid_reconstruction_norm_ratio,resid_error_delta_norm,resid_change_explained_energy,stab_signed,stab_abs,stab_anti_frac,effect_pc1_ratio,kl_mean,kl_per_effect,effect_cv,ctx_mean_act,intervention_value,n_ctx,matched_feature
0,0.12662401795387268,0.14851774275302887,1.0000554323196411,,,,,,,,,,,,,37.220436096191406,0.7156298756599426,10.53493595123291,0.0010280990973114967,6.833333492279053,3.52838397026062,1.936675126774132,6.6666669845581055,1.8894391942187878,1.1182955503463745,0.5120262503623962,1.1256924867630005,-0.013726353645324707,0.5883938670158386,0.5883938670158386,0.0,0.27453240752220154,7.333603571169078e-05,2.0784596042257823e-05,0.4518512785434723,,1.0,48,49
1,0.1326114684343338,0.15936900675296783,1.000056505203247,,,,,,,,,,,,,40.45199203491211,0.7916877865791321,10.540767669677734,0.0009961825562641025,6.020833492279053,3.2753939628601074,1.8382013101836416,5.9166669845581055,1.806398568716792,1.0891846418380737,0.4207880198955536,1.0602220296859741,0.05218708515167236,0.5681554079055786,0.5681554079055786,0.0,0.2575543522834778,5.446440991363488e-05,1.66283538300817e-05,0.4079846143722534,,1.0,48,126
2,0.12762939929962158,0.14196036756038666,1.0000014305114746,,,,,,,,,,,,,41.389373779296875,0.8518611192703247,10.533233642578125,0.0010569312144070864,8.645833969116211,4.082612037658691,2.117721171688221,8.229166984558105,2.0156622496809105,1.0947363376617432,0.5605500936508179,1.1700806617736816,-0.15163946151733398,0.6392786502838135,0.6397902965545654,0.02083333395421505,0.27445855736732483,6.826780008850619e-05,1.6721598646057152e-05,0.33212044835090637,,1.0,48,187
3,0.12677325308322906,0.1351507157087326,1.000040054321289,,,,,,,,,,,,,38.17674255371094,0.7610822319984436,10.535087585449219,0.0010498634073883295,8.416666984558105,3.559627056121826,2.3644799941719654,8.229166984558105,2.3118059368853183,1.0834754705429077,0.8326735496520996,1.3369476795196533,-0.5291247367858887,0.579344630241394,0.579344630241394,0.0,0.20556586980819702,6.388525798683986e-05,1.7947177274512113e-05,0.3670114576816559,,1.0,48,327
4,0.12679949402809143,0.1443159282207489,1.0000320672988892,,,,,,,,,,,,,37.64638137817383,0.8997100591659546,10.535807609558105,0.001086528762243688,15.583333969116211,3.402029037475586,4.580599916005873,15.041666984558105,4.421381115402146,1.0727293491363525,1.3106144666671753,1.7278964519500732,-1.6498048305511475,0.6220012903213501,0.6220012903213501,0.0,0.11513513326644897,6.139905599411577e-05,1.804777535326332e-05,0.3132760226726532,,1.0,48,372
5,0.13152042031288147,0.1446119099855423,1.0000282526016235,,,,,,,,,,,,,36.0521354675293,0.8625115156173706,10.533095359802246,0.0010725269094109535,7.7916669845581055,3.3922367095947266,2.296911338631162,7.6666669845581055,2.2600624951297763,1.0913231372833252,0.6016150712966919,1.1475989818572998,-0.11056041717529297,0.569248616695404,0.569248616695404,0.0,0.21476738154888153,4.3738367821788415e-05,1.2893666166968995e-05,0.45429590344429016,,1.0,48,373
6,0.13043873012065887,0.15282921493053436,1.0000519752502441,,,,,,,,,,,,,35.4675407409668,0.73432856798172,10.534318923950195,0.001048827194608748,15.4375,3.2926387786865234,4.688488774730805,15.083333969116211,4.58092579755253,1.105527400970459,1.0659741163253784,1.535845160484314,-0.9551563262939453,0.5890458226203918,0.5890458226203918,0.0,0.2075098752975464,7.609923341078684e-05,2.3111928849366382e-05,0.3678118884563446,,1.0,48,503
7,0.12984450161457062,0.1523149311542511,1.0000367164611816,,,,,,,,,,,,,39.98670196533203,0.8242285847663879,10.541622161865234,0.0010108029237017035,7.4791669845581055,3.4001100063323975,2.1996838186505716,7.3541669845581055,2.1629203023526977,1.069713830947876,0.6915619373321533,1.2080092430114746,-0.2816711664199829,0.5772460699081421,0.5772460699081421,0.0,0.22408410906791687,6.827908509876579e-05,2.00814340626591e-05,0.4373658299446106,,1.0,48,600
8,0.1258968710899353,0.1407536417245865,1.0000234842300415,,,,,,,,,,,,,37.9831428527832,0.8239319920539856,10.535883903503418,0.0010936374310404062,6.9791669845581055,3.3930633068084717,2.0568926462364803,6.6041669845581055,1.946373046398088,1.1307059526443481,0.43255361914634705,1.087551474571228,0.0762859582901001,0.5828360915184021,0.5828360915184021,0.0,0.1475711464881897,8.438853546977043e-05,2.4870899122845314e-05,0.3612481355667114,,1.0,48,638
9,0.13119058310985565,0.140294149518013,1.0000513792037964,,,,,,,,,,,,,34.71085739135742,0.6898690462112427,10.532978057861328,0.0010438587050884962,11.666666984558105,3.1796212196350098,3.6692002417839333,11.354166984558105,3.570918095128411,1.0915024280548096,0.7764145731925964,1.2820029258728027,-0.4021787643432617,0.5728721618652344,0.5728721618652344,0.0,0.194797083735466,5.1426566642476246e-05,1.6173802767186685e-05,0.35991600155830383,,1.0,48,661
10,0.13237479329109192,0.160806804895401,1.0000596046447754,,,,,,,,,,,,,38.0445556640625,0.9933953285217285,10.533936500549316,0.0011531529016792774,18.166667938232422,3.4206607341766357,5.310865150588092,17.729167938232422,5.1829658841247905,1.1233148574829102,1.4432919025421143,1.9403915405273438,-2.026674509048462,0.5598026514053345,0.5598026514053345,0.0,0.2527025043964386,6.66573250782676e-05,1.9486681101522752e-05,0.41570788621902466,,1.0,48,776
11,0.12298055738210678,0.13856790959835052,1.0000545978546143,,,,,,,,,,,,,36.50816345214844,0.8428148627281189,10.534026145935059,0.0011106135789304972,8.458333969116211,3.6387269496917725,2.324531096401005,8.208333969116211,2.2558257489623563,1.1386715173721313,0.4873697757720947,1.1522746086120605,-0.02675163745880127,0.6308854818344116,0.6308854818344116,0.0,0.18020807206630707,7.632824417669326e-05,2.0976634142166807e-05,0.30901095271110535,,1.0,48,919
