feature,crowding,crowd_max,dec_norm,enc_norm,enc_dec_cos,frequency,act_mag,act_mean_firing,act_std,act_max,act_kurtosis,bin_entropy,act_entropy,coact_entropy,coact_count,logit_l2,logit_linf,logit_entropy,logit_top10_mass,collateral_raw,effect_l2,collateral_ctilde,collateral_raw_nodense,collateral_ctilde_nodense,resid_delta_norm,resid_reconstruction_norm_ratio,stab_signed,stab_abs,stab_anti_frac,effect_pc1_ratio,kl_mean,kl_per_effect,effect_cv,ctx_mean_act,intervention_value,n_ctx
41,0.2741253077983856,0.506944477558136,0.3286708891391754,4.7740960121154785,0.6698861122131348,0.0029296875,0.014028143137693405,4.788272857666016,0.29760345816612244,10.386524200439453,808.6019897460938,0.020013848319649696,0.2165055125951767,4.98330545425415,33.5,1.6931804418563843,0.03769458830356598,11.444679260253906,0.0006479376461356878,2.4166667461395264,16.48054313659668,0.14663756677452594,1.2916667461395264,0.0783752534519023,0.4319380223751068,1.0546056032180786,0.3025142550468445,0.3025142550468445,0.0,0.1836160570383072,0.0006229902501218021,3.78015605784481e-05,0.45347243547439575,0.41037610173225403,1.0,48
119,0.21592223644256592,0.3566519320011139,0.21062208712100983,5.662355899810791,0.705351710319519,0.0078125,0.03174632042646408,4.063529014587402,0.3809918761253357,6.759871482849121,180.5365447998047,0.04568839073181152,0.3547849655151367,5.8988423347473145,39.625,1.0787614583969116,0.01646432653069496,11.464219093322754,0.0004816484870389104,2.3333334922790527,12.492644309997559,0.18677658888790877,0.9166666865348816,0.07337651365512186,0.26853618025779724,1.0408257246017456,0.19024008512496948,0.19024008512496948,0.0,0.13304241001605988,0.0008144592284224927,6.519510261880664e-05,0.33117976784706116,0.47633597254753113,1.0,48
243,0.21543581783771515,0.3069073259830475,0.18344846367835999,7.37242317199707,0.6015222072601318,0.00244140625,0.007414623163640499,3.03702974319458,0.15059691667556763,3.5307235717773438,420.0702209472656,0.01712392456829548,0.21049581468105316,4.345691680908203,22.399999618530273,1.382007360458374,0.01799839548766613,11.476642608642578,0.0004312017117626965,2.0208334922790527,12.231969833374023,0.1652091623961716,0.875,0.07153385850390905,0.2345598340034485,0.9685742259025574,0.21305549144744873,0.2277739942073822,0.0625,0.2581189274787903,0.0007145808776840568,5.841911702154338e-05,0.28840136528015137,0.18736493587493896,1.0,48
416,0.2902739644050598,0.3833546042442322,0.31548041105270386,6.841730117797852,0.4832953214645386,0.005859375,0.022553622722625732,3.849151611328125,0.3241160809993744,7.281269550323486,295.9404602050781,0.03595767915248871,0.312253475189209,5.530666828155518,31.416667938232422,1.5934841632843018,0.03183009475469589,11.464969635009766,0.0005852752365171909,2.5833334922790527,15.164773941040039,0.1703509396592015,1.375,0.09067065585278301,0.34433674812316895,1.1604543924331665,0.23405984044075012,0.23428210616111755,0.02083333395421505,0.1496438980102539,0.0005960098351351917,3.930225647012139e-05,0.4614744186401367,0.33908501267433167,1.0,48
418,0.3437109887599945,0.7170478701591492,0.4132951498031616,5.476749420166016,0.3996255099773407,0.0029296875,0.017963336780667305,6.131485462188721,0.34056347608566284,7.895449638366699,396.17938232421875,0.020013848319649696,0.23109714686870575,4.542722225189209,25.0,2.3699898719787598,0.032762810587882996,11.473751068115234,0.00043195474427193403,4.1041669845581055,18.203384399414062,0.2254617543776966,2.6041667461395264,0.1430594821033805,0.48696208000183105,1.2035212516784668,0.2765369117259979,0.2765369117259979,0.0,0.12405438721179962,0.0012118841987103224,6.657466388962177e-05,0.34926411509513855,0.14207231998443604,1.0,48
421,0.2006312906742096,0.27704280614852905,0.2553071081638336,6.155656814575195,0.5719926357269287,0.00244140625,0.007543393410742283,3.0897738933563232,0.15830551087856293,4.590606689453125,537.7142333984375,0.01712392456829548,0.20623566210269928,4.923882484436035,34.0,1.3215755224227905,0.0197196863591671,11.47140884399414,0.00045958475675433874,2.2708334922790527,12.750539779663086,0.17809704763401676,0.7916666865348816,0.062088876204024625,0.3055265545845032,1.1569479703903198,0.2312140315771103,0.23488733172416687,0.02083333395421505,0.16332882642745972,0.0006842290749773383,5.366275359824731e-05,0.32492199540138245,0.1644446849822998,1.0,48
567,0.20314188301563263,0.2977457046508789,0.19860988855361938,6.2758073806762695,0.6922527551651001,0.00244140625,0.008053316734731197,3.2986385822296143,0.16907410323619843,4.7746100425720215,527.7786865234375,0.01712392456829548,0.20601995289325714,4.919956684112549,31.0,1.0524803400039673,0.022470513358712196,11.468639373779297,0.000646415981464088,1.5,11.475176811218262,0.13071693999750955,0.5833333730697632,0.05083436901740339,0.24967025220394135,1.1097391843795776,0.23511265218257904,0.23511265218257904,0.0,0.10948236286640167,0.0005854321643710136,5.101726740179862e-05,0.27686771750450134,0.05597175285220146,1.0,48
785,0.2364097684621811,0.3270777761936188,0.2891799807548523,9.587736129760742,0.3388960361480713,0.005859375,0.01894364506006241,3.233048677444458,0.2618092894554138,6.209451675415039,277.09881591796875,0.03595767915248871,0.31875860691070557,5.378228187561035,29.58333396911621,1.5029047727584839,0.022651711478829384,11.470012664794922,0.00046659944928251207,3.0625,13.877033233642578,0.22068838102719174,1.8125,0.13061149081201143,0.3456709086894989,1.4608256816864014,0.23821589350700378,0.23821589350700378,0.0,0.11793781816959381,0.0006258018547669053,4.509622797463579e-05,0.35693609714508057,0.4440043866634369,1.0,48
788,0.18892906606197357,0.29830074310302734,0.3098400831222534,4.100039958953857,0.7452198266983032,0.00439453125,0.01369509194046259,3.116394281387329,0.21335487067699432,5.004888534545898,299.8624572753906,0.02823571488261223,0.2839292883872986,5.256385803222656,31.22222137451172,1.578806757926941,0.025375226512551308,11.465066909790039,0.0005294648581184447,2.1041667461395264,14.227888107299805,0.14789030731701164,1.0208333730697632,0.07174876303873401,0.3467082381248474,0.8348454236984253,0.21995458006858826,0.24376437067985535,0.125,0.16927748918533325,0.0004973856266587973,3.495849999368648e-05,0.3136327564716339,0.27215448021888733,1.0,48
841,0.20221762359142303,0.35936903953552246,0.2659675180912018,4.909787178039551,0.6813246011734009,0.00244140625,0.006033483427017927,2.4713149070739746,0.12332329899072647,3.1470558643341064,444.46307373046875,0.01712392456829548,0.20970571041107178,5.079303741455078,38.0,1.6554763317108154,0.07022092491388321,11.480113983154297,0.0009374141227453947,2.7083334922790527,13.276026725769043,0.20400181064580888,1.1666667461395264,0.08787770387628287,0.313266396522522,1.2575100660324097,0.25974205136299133,0.26205652952194214,0.0416666679084301,0.21077696979045868,0.0007635380025021732,5.751253878127593e-05,0.2847740948200226,0.06556366384029388,1.0,48
930,0.24213926494121552,0.3320867121219635,0.2561899423599243,9.622620582580566,0.3803052306175232,0.00341796875,0.01346725132316351,3.9401328563690186,0.259994775056839,7.262890815734863,584.9379272460938,0.02282176911830902,0.23855730891227722,4.951683044433594,34.42856979370117,1.3160474300384521,0.020595362409949303,11.470088005065918,0.00045842392137274146,2.5625,13.880912780761719,0.18460601536992885,1.4166667461395264,0.10205861584854653,0.31500527262687683,1.211704969406128,0.23687580227851868,0.2742438316345215,0.0833333358168602,0.20728440582752228,0.0007730986690148711,5.569508869253886e-05,0.3097879886627197,0.30403587222099304,1.0,48
