feature,crowding,crowd_max,dec_norm,enc_norm,enc_dec_cos,frequency,act_mag,act_mean_firing,act_std,act_max,act_kurtosis,bin_entropy,act_entropy,coact_entropy,coact_count,logit_l2,logit_linf,logit_entropy,logit_top10_mass,collateral_raw,effect_l2,collateral_ctilde,collateral_raw_nodense,collateral_ctilde_nodense,resid_delta_norm,resid_reconstruction_norm_ratio,stab_signed,stab_abs,stab_anti_frac,effect_pc1_ratio,kl_mean,kl_per_effect,effect_cv,ctx_mean_act,intervention_value,n_ctx
0,0.157663494348526,0.17324796319007874,1.0,,,,,,,,,,,,,91.79068756103516,2.4743878841400146,10.4965181350708,0.0016140200896188617,28.291667938232422,30.18198013305664,0.9373695100233811,20.625,0.6833547667264229,1.9102373123168945,0.7801081538200378,0.8187992572784424,0.8187992572784424,0.0,0.2365121841430664,0.006217630114406347,0.00020600471158406457,0.1931653469800949,,1.0,48
1,0.16314677894115448,0.1855328232049942,0.9999999403953552,,,,,,,,,,,,,83.51792907714844,3.0067219734191895,10.514406204223633,0.0017716953298076987,27.14583396911621,32.72450256347656,0.8295262520237083,20.604167938232422,0.6296250918396615,1.5892343521118164,0.7981628179550171,0.8210367560386658,0.8210367560386658,0.0,0.18938219547271729,0.0057007139548659325,0.00017420322714046082,0.223222553730011,,1.0,48
2,0.16507093608379364,0.1797930747270584,1.0000001192092896,,,,,,,,,,,,,79.2729263305664,1.5645157098770142,10.53377914428711,0.000993724213913083,27.52083396911621,32.74413299560547,0.840481376141641,19.729167938232422,0.6025252809367402,2.305427074432373,0.7816235423088074,0.8249760866165161,0.8249760866165161,0.0,0.21118313074111938,0.006195297464728355,0.00018920328303295684,0.19684167206287384,,1.0,48
3,0.15887975692749023,0.18759970366954803,1.0,,,,,,,,,,,,,78.76260375976562,1.6356040239334106,10.536417007446289,0.0010867009405046701,22.64583396911621,29.806760787963867,0.7597549469603276,16.625,0.5577593658260133,1.513976812362671,0.6701328158378601,0.8301061391830444,0.8301061391830444,0.0,0.18478940427303314,0.005689898040145636,0.00019089286751797327,0.18759498000144958,,1.0,48
4,0.15800519287586212,0.18795952200889587,1.0,,,,,,,,,,,,,91.2521743774414,3.93084454536438,10.478372573852539,0.0024555863346904516,22.854167938232422,27.990676879882812,0.816492149444697,17.729167938232422,0.6333954697837479,1.486334204673767,0.606110692024231,0.8332101702690125,0.8332101702690125,0.0,0.12073743343353271,0.005406420677900314,0.000193150765848555,0.18844936788082123,,1.0,48
5,0.1678014099597931,0.20930549502372742,0.9999999403953552,,,,,,,,,,,,,84.1576919555664,2.1584300994873047,10.50859260559082,0.0013964214595034719,21.02083396911621,29.83443832397461,0.7045828627240581,15.5625,0.5216287240198475,1.4093035459518433,0.5844234228134155,0.827274739742279,0.827274739742279,0.0,0.20700174570083618,0.004878878593444824,0.00016353177287366244,0.24048393964767456,,1.0,48
6,0.15943394601345062,0.19076518714427948,0.9999999403953552,,,,,,,,,,,,,81.62427520751953,1.8144179582595825,10.519794464111328,0.001153028104454279,22.0,29.617000579833984,0.7428166107931768,15.583333969116211,0.5261617874453222,1.5047242641448975,0.6942426562309265,0.8322753310203552,0.8322753310203552,0.0,0.13182370364665985,0.005427077412605286,0.00018324196591562098,0.18708586692810059,,1.0,48
7,0.16231954097747803,0.23854169249534607,1.0,,,,,,,,,,,,,83.40270233154297,2.7888407707214355,10.5025053024292,0.0017494028434157372,23.25,30.918682098388672,0.7519725426360249,17.125,0.5538722491458893,1.5094096660614014,0.6423141360282898,0.8616825938224792,0.8616825938224792,0.0,0.16040311753749847,0.004981441423296928,0.00016111428701372086,0.17744103074073792,,1.0,48
8,0.16230051219463348,0.18532860279083252,1.0,,,,,,,,,,,,,94.03716278076172,1.89700186252594,10.527512550354004,0.0010299321729689837,21.39583396911621,32.84916687011719,0.6513356654432109,15.375,0.46804840001303405,1.5547609329223633,0.623389482498169,0.8514978885650635,0.8514978885650635,0.0,0.2157285064458847,0.006110108457505703,0.00018600497479295296,0.21851982176303864,,1.0,48
9,0.15835241973400116,0.18658141791820526,0.9999999403953552,,,,,,,,,,,,,81.94024658203125,1.5689953565597534,10.534693717956543,0.0010139599908143282,26.1875,31.648374557495117,0.8274516577194526,19.4375,0.6141705621736271,1.6507972478866577,0.7791025638580322,0.8234049677848816,0.8234049677848816,0.0,0.24971923232078552,0.005508430302143097,0.00017405097030798552,0.3082180619239807,,1.0,48
10,0.16102834045886993,0.1856570988893509,1.0,,,,,,,,,,,,,80.2737045288086,1.7124356031417847,10.52983570098877,0.0011013413313776255,23.95833396911621,34.87019348144531,0.6870720110857399,19.166667938232422,0.5496576307480074,1.4291213750839233,0.6279414892196655,0.8315309882164001,0.8315309882164001,0.0,0.27030739188194275,0.006907160393893719,0.0001980820781963326,0.14523382484912872,,1.0,48
