feature,crowding,crowd_max,dec_norm,enc_norm,enc_dec_cos,frequency,act_mag,act_mean_firing,act_std,act_max,act_kurtosis,bin_entropy,act_entropy,coact_entropy,coact_count,logit_l2,logit_linf,logit_entropy,logit_top10_mass,collateral_raw,effect_l2,collateral_ctilde,collateral_raw_nodense,collateral_ctilde_nodense,resid_delta_norm,resid_reconstruction_norm_ratio,resid_error_delta_norm,resid_change_explained_energy,stab_signed,stab_abs,stab_anti_frac,effect_pc1_ratio,kl_mean,kl_per_effect,effect_cv,ctx_mean_act,intervention_value,n_ctx
15765,0.1813476830720901,0.2178506106138229,1.0,0.8626940250396729,0.8300200700759888,0.00927734375,0.0448167063295841,4.830769062042236,0.4915035665035248,10.010260581970217,177.04608154296875,0.0526538155972957,0.3790755271911621,7.171445846557617,101.42105102539062,62.46145248413086,0.7078357934951782,12.165130615234377,0.0002514184743631,7.333333492279053,5.690967559814453,1.2885916853885968,5.4791669845581055,0.9627830271991424,0.9613050222396852,1.75679612159729,2.096236228942871,-8.175715446472168,0.2915636897087097,0.3049389123916626,0.125,0.165954902768135,1.1028127119061535e-05,1.937829900412013e-06,0.4099210798740387,1.7025279998779297,1.0,48
15799,0.1689081341028213,0.2266995757818222,1.0,0.8701997995376587,0.8539586663246155,0.0146484375,0.0841346159577369,5.743589401245117,0.745945394039154,11.622438430786133,114.09007263183594,0.0764071494340896,0.4361165463924408,7.26979923248291,102.63333129882812,59.9473876953125,0.6715106964111328,12.165339469909668,0.0002469729224685,5.583333492279053,4.913413047790527,1.1363452302114767,3.875,0.7886574880684909,0.8515514731407166,2.5980753898620605,2.561413526535034,-14.694847106933594,0.3090662360191345,0.3176664710044861,0.0625,0.2303438037633896,7.571453807031503e-06,1.540976449156149e-06,0.4009615778923034,2.4501452445983887,1.0,48
15913,0.1591318696737289,0.2094640731811523,1.0,1.130728006362915,0.8051469326019287,0.00390625,0.0143160391598939,3.664906024932861,0.2302742451429367,4.36063814163208,265.9552307128906,0.0255594607442617,0.2718196511268616,6.184323310852051,79.5,61.46964263916016,0.7840908765792847,12.159734725952148,0.0002833542530424,3.3541667461395264,5.979093074798584,0.5609825267091518,2.5625,0.4285767027971136,0.7648777365684509,1.8628408908843996,1.7590208053588867,-10.592912673950195,0.3390976786613464,0.3552939295768738,0.0416666679084301,0.6762293577194214,9.618686817702836e-06,1.608720031831861e-06,0.8803496360778809,0.6108176708221436,1.0,48
15958,0.2178021967411041,0.275716483592987,0.9999999403953552,1.126140832901001,0.9038602709770204,0.0048828125,0.0284708347171545,5.830826759338379,0.4321261644363403,9.867095947265623,312.59521484375,0.030857365578413,0.294067233800888,6.737461566925049,114.5,87.14641571044922,0.8961473703384399,12.160173416137695,0.0002328331465832,3.1041667461395264,8.335205078125,0.3724163608837856,2.5208334922790527,0.3024320896279365,1.1263803243637085,1.5519356727600098,2.349264621734619,-6.609889030456543,0.4580798745155334,0.4595036506652832,0.020833333954215,0.3330289721488952,1.214243002323201e-05,1.4567643980987446e-06,0.4178248345851898,1.2147555351257324,1.0,48
16061,0.1525457799434662,0.202576145529747,1.0000001192092896,0.9215022325515748,0.8494541645050049,0.00244140625,0.0112944208085536,4.626194953918457,0.2406864613294601,7.51494836807251,611.3158569335938,0.0171239245682954,0.2044210582971573,6.008306503295898,94.1999969482422,57.74491882324219,0.8268762230873108,12.158552169799805,0.0002819450164679,1.8958333730697632,3.9205641746521,0.4835613661144523,0.9791666865348816,0.2497514746392987,0.5947548151016235,1.1566784381866455,0.9994150996208192,-6.697813510894775,0.2629583179950714,0.2769166231155395,0.0625,0.717822253704071,3.923262738680933e-06,1.0006883075755774e-06,1.036630630493164,0.4818952977657318,1.0,48
16095,0.2776026427745819,0.3960362672805786,0.9999999403953552,1.25300133228302,0.7324132323265076,0.04931640625,0.5998321771621704,12.16293239593506,2.9692869186401367,26.445262908935547,31.911296844482425,0.1964974999427795,0.587889552116394,7.723063945770264,86.05940246582031,86.55403900146484,1.445359706878662,12.183238983154297,0.0002632301184348,9.291666984558104,9.349119186401367,0.993854799512517,7.5,0.8022146089320238,1.239140272140503,1.291419506072998,2.041343212127685,-4.275135517120361,0.3206532001495361,0.3266609609127044,0.0416666679084301,0.4669616520404815,2.425887760182377e-05,2.594776801130252e-06,0.4428305625915527,7.239367961883545,1.0,48
16158,0.2329267561435699,0.2849690616130829,1.0,1.1436514854431152,0.819290041923523,0.0048828125,0.0175541676580905,3.5950934886932373,0.2518057823181152,4.134148597717285,207.26634216308597,0.030857365578413,0.3013975620269775,6.411441802978516,82.4000015258789,61.57305145263672,1.0362880229949951,12.156497955322266,0.0003649968712124,3.5416667461395264,4.548223495483398,0.7786923272063578,2.6875,0.5908900467973737,0.8021461963653564,2.3776543140411377,2.2070059776306152,-12.255900382995604,0.353890597820282,0.3583016395568847,0.020833333954215,0.2492892444133758,4.384850853966782e-06,9.640798981581156e-07,0.3909950256347656,0.7489778399467468,1.0,48
16182,0.3502114117145538,0.6560371518135071,0.9999999403953552,1.348788857460022,0.7216701507568359,0.0068359375,0.030679065734148,4.487909317016602,0.3923921585083008,9.819109916687012,268.138427734375,0.0408935099840164,0.3395564258098602,6.812488555908203,97.07142639160156,61.356746673583984,1.0395257472991943,12.156874656677246,0.0003057715366594,5.1041669845581055,6.567461967468262,0.7771901842857334,3.4166667461395264,0.520241572446323,0.9274247884750366,2.041548490524292,2.3083810806274414,-10.382506370544434,0.3180579841136932,0.3473820388317108,0.0833333358168602,0.3650667071342468,1.5269455616362393e-05,2.3250162191648845e-06,0.3988978564739227,1.3089734315872192,1.0,48
16213,0.1404675245285034,0.1732652336359024,1.0,0.9494096040725708,0.8354572057723999,0.009765625,0.0517553240060806,5.299745082855225,0.6655216813087463,22.638107299804688,674.3612060546875,0.0549217574298381,0.3673283755779266,7.053699016571045,93.9000015258789,60.23477935791016,0.739927351474762,12.162933349609377,0.0002678412711247,3.875,5.610971450805664,0.6906112474583144,2.9375,0.5235278811377544,0.7689142227172852,2.476623773574829,2.356664657592773,-17.82228660583496,0.2118809819221496,0.2579131722450256,0.1458333432674408,0.7133903503417969,8.681919098307844e-06,1.5473112203392372e-06,1.014742732048035,1.9463986158370967,1.0,48
16290,0.1325615495443344,0.1634467989206314,0.9999999403953552,0.8753806948661804,0.873934268951416,0.0029296875,0.0121469255536794,4.146150588989258,0.2262449562549591,5.093961238861084,363.2276611328125,0.0200138483196496,0.2337916791439056,6.128914833068848,88.66666412353516,55.90974044799805,0.987162470817566,12.157716751098633,0.0003352017665747,2.2916667461395264,4.007040977478027,0.5719099837762996,1.5833333730697632,0.3951378031863582,0.6649155616760254,2.6287052631378174,2.01260757446289,-17.73837661743164,0.2406835258007049,0.2637390494346618,0.1041666716337204,0.4929587244987488,3.5255156944913324e-06,8.798302052583296e-07,0.527161717414856,0.5182688236236572,1.0,48
