feature,crowding,crowd_max,dec_norm,enc_norm,enc_dec_cos,frequency,act_mag,act_mean_firing,act_std,act_max,act_kurtosis,bin_entropy,act_entropy,coact_entropy,coact_count,logit_l2,logit_linf,logit_entropy,logit_top10_mass,collateral_raw,effect_l2,collateral_ctilde,collateral_raw_nodense,collateral_ctilde_nodense,resid_delta_norm,resid_sae_frac,stab_signed,stab_abs,stab_anti_frac,effect_pc1_ratio,kl_mean,kl_per_effect,effect_cv,ctx_mean_act,intervention_value,n_ctx
126,0.3971406817436218,0.4564843773841858,0.9999999403953552,1.4469830989837646,0.5252593159675598,0.009765625,0.005864354781806469,0.6005099415779114,0.09392973780632019,3.054150104522705,642.8326416015625,0.05492175742983818,0.3156740665435791,6.554227352142334,73.30000305175781,169.51275634765625,8.603974342346191,10.203840255737305,0.0050710709765553474,66.3125,129.37962341308594,0.5125420699606664,53.145835876464844,0.4107743898950144,7.251535415649414,0.9517824649810791,0.7625335454940796,0.7625335454940796,0.0,0.4079248011112213,0.192733496427536,0.0014896742727197139,0.44801419973373413,0.2462475746870041,4.0,48
223,0.5500428080558777,0.7056220769882202,1.0,0.7507638335227966,0.6549824476242065,0.00927734375,0.0028523108921945095,0.3074491024017334,0.03808970749378204,0.913124144077301,342.4960632324219,0.05265381559729576,0.3451736867427826,6.69476842880249,71.2631607055664,77.00659942626953,2.29451322555542,10.528626441955566,0.0012210661079734564,64.75,162.8427734375,0.39762280283733437,55.8125,0.34273857426036636,5.397154808044434,0.7308154106140137,0.8994278907775879,0.8994278907775879,0.0,0.42802050709724426,0.09616288542747498,0.0005905259618934062,0.30204156041145325,0.11900054663419724,4.0,48
284,0.3058057725429535,0.42315077781677246,1.0,0.7764350771903992,0.7006055116653442,0.02490234375,0.003333969507366419,0.13388176262378693,0.02642257697880268,0.3880637288093567,106.62073516845703,0.11654888093471527,0.476826012134552,7.183524131774902,79.66666412353516,97.29232025146484,3.1106767654418945,10.463662147521973,0.001798134413547814,65.77083587646484,156.94284057617188,0.41907509530740494,54.4375,0.3468619517569535,6.205312252044678,0.8608829975128174,0.8730508685112,0.8730508685112,0.0,0.38086873292922974,0.12855231761932373,0.0008191027837854132,0.27076494693756104,0.08745425194501877,4.0,48
486,0.39887735247612,0.5394905805587769,1.0,1.1521222591400146,0.664055585861206,0.02001953125,0.003707065712660551,0.1851724535226822,0.03404298797249794,0.7285072207450867,176.24208068847656,0.09811511635780334,0.4424766004085541,7.103082656860352,69.65853881835938,81.36784362792969,1.901536226272583,10.50585651397705,0.0012961442116647959,67.77083587646484,121.74556732177734,0.556659575882363,51.375,0.4219866162354347,6.92657470703125,0.8673826456069946,0.8215818405151367,0.8215818405151367,0.0,0.5203388333320618,0.06946022808551788,0.0005705359924622715,0.48648184537887573,0.11446162313222885,4.0,48
506,0.5356070399284363,0.667957067489624,1.0,1.887632966041565,0.4374640882015228,0.00537109375,0.001227706205099821,0.22857657074928284,0.02719808928668499,1.0275568962097168,1081.100830078125,0.03342986851930618,0.23172138631343842,6.064304828643799,64.54545593261719,99.90543365478516,4.452057361602783,10.374926567077637,0.0031037195585668087,61.375,119.21188354492188,0.5148396130468322,50.3125,0.4220426563163951,4.813325881958008,0.8380289077758789,0.7991334199905396,0.7991334199905396,0.0,0.30977240204811096,0.10636429488658905,0.0008922289600229844,0.23696549236774445,0.052382126450538635,4.0,48
507,0.38641127943992615,0.5125128030776978,0.9999999403953552,1.1743422746658325,0.5903093814849854,0.013671875,0.005005348939448595,0.3661055266857147,0.06584049761295319,1.9712475538253784,492.6988525390625,0.07226333767175674,0.36838147044181824,6.630892753601074,56.75,82.10780334472656,1.7331788539886475,10.52508544921875,0.0011053907219320536,45.770835876464844,174.48092651367188,0.26232572687682915,37.41666793823242,0.21444560550952882,6.211528778076172,0.7400352358818054,0.7972021102905273,0.7972021102905273,0.0,0.42542070150375366,0.11623798310756683,0.0006661930643278467,0.3432033956050873,0.19378481805324554,4.0,48
516,0.4385647475719452,0.5362486243247986,1.0,0.5958173274993896,0.7502241134643555,0.0302734375,0.003907819278538227,0.12908409535884857,0.028762327507138252,0.4344422221183777,103.82534790039062,0.13569138944149017,0.49854764342308044,7.308859825134277,70.48387145996094,76.70452880859375,2.3837056159973145,10.4574613571167,0.001972125843167305,51.10416793823242,90.25132751464844,0.5662428391900987,41.41666793823242,0.45890369786440166,5.0585222244262695,0.8540904521942139,0.8163672685623169,0.8163672685623169,0.0,0.486005038022995,0.0564572736620903,0.0006255561575719906,0.3954108655452728,0.09231986850500107,4.0,48
668,0.4167118966579437,0.49322062730789185,0.9999999403953552,0.6549992561340332,0.7109930515289307,0.05126953125,0.006767600774765015,0.13200044631958008,0.039861228317022324,0.543915331363678,73.8601303100586,0.20223647356033325,0.5603039860725403,7.397939682006836,79.30476379394531,69.789794921875,1.659989356994629,10.529838562011719,0.0011265040375292301,62.25,78.68085479736328,0.791170865548024,48.8125,0.6203859899528179,4.4291510581970215,0.817853569984436,0.7773771286010742,0.7773771286010742,0.0,0.13300693035125732,0.09888549894094467,0.0012567923821245846,0.16956664621829987,0.11862514168024063,4.0,48
835,0.3513922691345215,0.4526571035385132,0.9999999403953552,1.6628966331481934,0.5084258913993835,0.0029296875,0.0004365040804259479,0.1489933878183365,0.009438314475119114,0.26083528995513916,551.720947265625,0.020013848319649696,0.2030934989452362,5.655332565307617,58.5,97.76055145263672,3.0646886825561523,10.505596160888672,0.0015609179390594363,65.3125,130.72972106933594,0.49959947486129647,51.708335876464844,0.3955361906194583,6.74468994140625,0.7810632586479187,0.7859639525413513,0.7859639525413513,0.0,0.3236733675003052,0.10617803037166595,0.0008121950348783327,0.3461587429046631,0.01862417347729206,4.0,48
849,0.41135159134864807,0.5396222472190857,1.0,1.0726418495178223,0.6123852729797363,0.00390625,0.0006402861326932907,0.16391324996948242,0.012274607084691525,0.30583155155181885,463.8414306640625,0.02555946074426174,0.23645325005054474,6.067176818847656,76.875,102.89286041259766,3.0132973194122314,10.51217269897461,0.0014800253557041287,64.3125,161.3963623046875,0.3984755237209419,52.833335876464844,0.32735146640697776,6.2656683921813965,0.6141314506530762,0.8368238210678101,0.8368238210678101,0.0,0.22013764083385468,0.1503792703151703,0.0009317389076091052,0.23579272627830505,0.02731887437403202,4.0,48
