feature,crowding,crowd_max,dec_norm,enc_norm,enc_dec_cos,frequency,act_mag,act_mean_firing,act_std,act_max,act_kurtosis,bin_entropy,act_entropy,coact_entropy,coact_count,logit_l2,logit_linf,logit_entropy,logit_top10_mass,collateral_raw,effect_l2,collateral_ctilde,stab_signed,stab_abs,kl_mean,kl_per_effect,effect_cv,ctx_mean_act,intervention_value,n_ctx
304,0.3470611274242401,0.622967541217804,1.0,1.508226752281189,0.6595698595046997,0.0234375,0.5138657689094543,21.92494010925293,3.838959217071533,34.61955261230469,62.124053955078125,0.11113139986991882,0.18583270907402039,5.1928791999816895,72.66666412353516,85.7962417602539,1.0335642099380493,12.180147171020508,0.00025559263303875923,6.083333492279053,8.345022201538086,0.728977507557505,0.391294002532959,0.3998660445213318,1.5235482351272367e-05,1.8256970401118064e-06,0.5944017767906189,5.481235027313232,1.0,12
700,0.16120968759059906,0.1987910121679306,1.0,0.9652278423309326,0.8261256217956543,0.0078125,0.0257056076079607,3.2903177738189697,0.290825754404068,3.2903177738189697,123.007568359375,0.04568839073181152,-0.0,4.094344615936279,60.0,57.963932037353516,0.7899758219718933,12.15877628326416,0.00029369606636464596,1.75,4.317634582519531,0.40531452175965577,0.3879257142543793,0.3879257142543793,6.288020813371986e-06,1.4563577993066446e-06,0.24922330677509308,0.27419313788414,1.0,12
1307,0.16871850192546844,0.2512178122997284,1.0,0.9406226873397827,0.8142778277397156,0.0078125,0.05834713950753212,7.468433856964111,0.6601225137710571,7.468433856964111,123.00816345214844,0.04568839073181152,-0.0,4.779123306274414,119.0,61.631221771240234,1.0641560554504395,12.156763076782227,0.0003832105139736086,1.4166667461395264,8.037418365478516,0.17625892792412756,0.2010975182056427,0.3641298711299896,4.723616802948527e-05,5.877032378157497e-06,1.0634028911590576,0.6223694682121277,1.0,12
2929,0.274263471364975,0.355491042137146,0.9999999403953552,1.5146915912628174,0.6605989933013916,0.0078125,0.042363524436950684,5.4225311279296875,0.47928857803344727,5.4225311279296875,123.0076675415039,0.04568839073181152,-0.0,4.521789073944092,92.0,75.54467010498047,0.8023765087127686,12.157147407531738,0.00025539431953802705,3.1666667461395264,6.221090316772461,0.509021181144369,0.4991731643676758,0.4991731643676758,1.0187951374973636e-05,1.637647235425885e-06,0.19678393006324768,0.4518775939941406,1.0,12
4531,0.13864219188690186,0.17633792757987976,1.0,0.8432762622833252,0.889518141746521,0.015625,0.11224439740180969,7.18364143371582,0.9595226049423218,9.952220916748047,87.98196411132812,0.08048483729362488,0.12714740633964539,5.029741287231445,80.5,55.027225494384766,0.5816224217414856,12.163093566894531,0.0002385570842307061,0.9166666865348816,3.427995204925537,0.2674060577866919,0.3060811758041382,0.3060811758041382,6.833995030319784e-06,1.9935835967811385e-06,0.3532906472682953,1.1972736120224,1.0,12
5109,0.19600409269332886,0.2687106132507324,1.0000001192092896,1.1042509078979492,0.8019068837165833,0.0078125,0.031656309962272644,4.052007675170898,0.35815027356147766,4.052007675170898,123.00926208496094,0.04568839073181152,-0.0,4.8121843338012695,123.0,60.637577056884766,0.8712512850761414,12.163103103637695,0.0002864721172954887,2.6666667461395264,5.209632396697998,0.5118723429912265,0.370272696018219,0.370272696018219,2.6974199499818496e-05,5.177754857547704e-06,0.3821282386779785,0.337667316198349,1.0,12
8325,0.163063645362854,0.2115514874458313,1.0,1.014917016029358,0.8532243967056274,0.0078125,0.07123695313930511,9.118330001831055,0.805954098701477,9.118330001831055,123.00804901123047,0.04568839073181152,-0.0,4.787491798400879,120.0,61.077247619628906,0.8663845658302307,12.163248062133789,0.00032087566796690226,1.25,5.052798271179199,0.2473876712347758,0.3393906354904175,0.3766746520996094,7.307235136977397e-06,1.446175906961413e-06,0.5900928378105164,0.7598608136177063,1.0,12
10377,0.1475573629140854,0.195187047123909,1.0,0.9853542447090149,0.797272801399231,0.0234375,0.2444296032190323,10.428996086120605,1.7643024921417236,14.093620300292969,55.791786193847656,0.11113139986991882,0.19704052805900574,5.140984535217285,64.66666412353516,90.81607818603516,1.0858317613601685,12.194421768188477,0.00023827471886761487,2.75,7.227118492126465,0.3805112645089265,0.5056116580963135,0.5800141096115112,9.006506843434181e-06,1.246209930110342e-06,0.7582855820655823,2.6072490215301514,1.0,12
10591,0.2383841574192047,0.3236621618270874,0.9999999403953552,1.052659034729004,0.7158627510070801,0.015625,0.07599832862615585,4.863893032073975,0.6056557893753052,4.93596887588501,59.0724983215332,0.08048483729362488,0.14283451437950134,5.220541000366211,100.5,72.10945129394531,0.855466902256012,12.161256790161133,0.0002638036385178566,3.6666667461395264,5.848536968231201,0.6269374306407228,0.4201745390892029,0.4201745390892029,1.4866176570649259e-05,2.541862456539567e-06,0.3160686492919922,0.8106488585472107,1.0,12
13357,0.2163240909576416,0.299614280462265,1.0,1.1051265001296997,0.7599960565567017,0.0078125,0.04070114344358444,5.209746360778809,0.46048086881637573,5.209746360778809,123.00730895996094,0.04568839073181152,-0.0,4.820281028747559,124.0,65.30254364013672,0.9327117204666138,12.160009384155273,0.0003060941817238927,2.1666667461395264,7.445853233337402,0.2909897194224549,0.4080694615840912,0.41750654578208923,2.121500438079238e-05,2.849237513481172e-06,0.5483839511871338,0.4341455399990082,1.0,12
