feature,crowding,crowd_max,dec_norm,enc_norm,enc_dec_cos,frequency,act_mag,act_mean_firing,act_std,act_max,act_kurtosis,bin_entropy,act_entropy,coact_entropy,coact_count,logit_l2,logit_linf,logit_entropy,logit_top10_mass,collateral_raw,effect_l2,collateral_ctilde,collateral_raw_nodense,collateral_ctilde_nodense,resid_delta_norm,resid_reconstruction_norm_ratio,stab_signed,stab_abs,stab_anti_frac,effect_pc1_ratio,kl_mean,kl_per_effect,effect_cv,ctx_mean_act,intervention_value,n_ctx
0,0.13167333602905273,0.1516539752483368,1.0000821352005005,,,,,,,,,,,,,37.09095001220703,0.7365860939025879,10.535379409790039,0.0010519612114876509,6.333333492279053,3.092874526977539,2.0477175574241686,6.0,1.9399429004525355,1.0907896757125854,0.4052451550960541,0.5841933488845825,0.5841933488845825,0.0,0.1273854821920395,5.8886576880468056e-05,1.9039432791869405e-05,0.26669472455978394,,1.0,48
1,0.12846913933753967,0.15564587712287903,1.000125765800476,,,,,,,,,,,,,38.07781982421875,0.8243560791015625,10.53725814819336,0.0010216584196314216,6.5416669845581055,3.20913028717041,2.0384547770858967,6.083333492279053,1.8956330622171735,1.0866343975067139,0.4499198794364929,0.622443675994873,0.622443675994873,0.0,0.1710682362318039,5.8344499848317355e-05,1.818078246924455e-05,0.3418915867805481,,1.0,48
2,0.13505248725414276,0.15551522374153137,1.0000290870666504,,,,,,,,,,,,,38.047550201416016,0.7879112958908081,10.5361328125,0.001024214318022132,9.0,4.0065202713012695,2.246338310579301,8.791666984558105,2.194339817918675,1.1203300952911377,0.8419021368026733,0.5900919437408447,0.5900919437408447,0.0,0.18019522726535797,6.612883589696139e-05,1.6505304167706232e-05,0.3944459855556488,,1.0,48
3,0.1248864084482193,0.15138328075408936,1.0000488758087158,,,,,,,,,,,,,36.43758010864258,0.7694690227508545,10.53585147857666,0.0010854210704565048,6.1875,3.2254855632781982,1.9183158192555114,5.8125,1.8020542544521472,1.0519293546676636,0.4214155673980713,0.6426031589508057,0.6426031589508057,0.0,0.18495464324951172,7.623955025337636e-05,2.363661176629938e-05,0.3365316092967987,,1.0,48
4,0.1272960901260376,0.15376053750514984,1.0000276565551758,,,,,,,,,,,,,39.30997848510742,0.754657506942749,10.53252124786377,0.0010115941986441612,6.083333492279053,2.9830446243286133,2.039303543189596,5.833333492279053,1.9554965504537103,1.0346622467041016,0.45633888244628906,0.6564721465110779,0.6564721465110779,0.0,0.15389253199100494,5.03788105561398e-05,1.6888386441283817e-05,0.2590802013874054,,1.0,48
5,0.12232517451047897,0.1429261863231659,1.000038743019104,,,,,,,,,,,,,36.02165603637695,0.7447439432144165,10.533849716186523,0.0010351829696446657,10.5,3.289597272872925,3.191880068319478,10.291666984558105,3.128549211218347,1.085078477859497,0.9270209074020386,0.6469298601150513,0.6469298601150513,0.0,0.18358023464679718,4.541048110695556e-05,1.3804267575056159e-05,0.3147813379764557,,1.0,48
6,0.12816892564296722,0.14930453896522522,1.0000749826431274,,,,,,,,,,,,,38.67782974243164,0.7752456665039062,10.53912353515625,0.0010011947015300393,6.2916669845581055,3.22688364982605,1.9497656710986808,6.0,1.8593790890879034,1.075156807899475,0.4270276427268982,0.5756164193153381,0.5756164193153381,0.0,0.14865882694721222,7.969264697749168e-05,2.4696473557335386e-05,0.32694196701049805,,1.0,48
7,0.13133792579174042,0.15574894845485687,1.0000303983688354,,,,,,,,,,,,,36.429420471191406,0.8002195358276367,10.535048484802246,0.0010700549464672804,7.708333492279053,3.342996120452881,2.3058158584331934,7.395833492279053,2.212336839072897,1.0934580564498901,0.48872503638267517,0.5962817072868347,0.5962817072868347,0.0,0.2562580406665802,5.3873503929935396e-05,1.611533541399495e-05,0.44495558738708496,,1.0,48
8,0.12516920268535614,0.14002564549446106,1.0000108480453491,,,,,,,,,,,,,39.38105010986328,0.8148543238639832,10.537652969360352,0.0010680785635486245,5.8541669845581055,3.5985641479492188,1.6268063393079337,5.75,1.5978595205252253,1.0699994564056396,0.41293829679489136,0.6182465553283691,0.6182465553283691,0.0,0.24311091005802155,5.4732459830120206e-05,1.5209527308056006e-05,0.375432550907135,,1.0,48
9,0.12598706781864166,0.15575769543647766,1.0000163316726685,,,,,,,,,,,,,39.772884368896484,0.8138827085494995,10.539231300354004,0.0010136867640540004,15.25,3.249406337738037,4.693164956305254,14.6875,4.520056412834978,1.073830008506775,1.1873831748962402,0.6463818550109863,0.6463818550109863,0.0,0.13899150490760803,5.7695557188708335e-05,1.775572243492142e-05,0.2604817748069763,,1.0,48
10,0.12720279395580292,0.14784874022006989,1.0000481605529785,,,,,,,,,,,,,37.178890228271484,0.7895588278770447,10.537882804870605,0.0010243363212794065,5.708333492279053,3.200796127319336,1.7834105164410057,5.5625,1.7378488855146486,1.061713457107544,0.48591360449790955,0.622860312461853,0.622860312461853,0.0,0.2351061999797821,4.589817763189785e-05,1.4339612915909582e-05,0.4334801435470581,,1.0,48
11,0.12473195046186447,0.14315876364707947,1.0000170469284058,,,,,,,,,,,,,38.31719207763672,0.799667239189148,10.539844512939453,0.0010374331614002585,6.375,3.144329786300659,2.027459081264396,6.083333492279053,1.9346995660048656,1.0665782690048218,0.41684192419052124,0.6267375349998474,0.6267375349998474,0.0,0.1859201192855835,6.116137956269085e-05,1.9451324614437053e-05,0.24784094095230103,,1.0,48
12,0.13263852894306183,0.1677352488040924,1.000038981437683,,,,,,,,,,,,,36.03471755981445,0.7724518775939941,10.534808158874512,0.0010976968333125114,9.604166984558105,3.134819507598877,3.063706516640053,9.145833969116211,2.9174993704650296,1.0649991035461426,0.7758170366287231,0.5921808481216431,0.5921808481216431,0.0,0.15162654221057892,5.918416354688816e-05,1.887960796933548e-05,0.30914250016212463,,1.0,48
13,0.12524455785751343,0.14913694560527802,1.0000122785568237,,,,,,,,,,,,,38.77398681640625,0.7713088393211365,10.53895092010498,0.0010311102960258722,9.270833969116211,3.3687796592712402,2.7519858462936364,8.791666984558105,2.6097482909768286,1.1501647233963013,0.6580404043197632,0.5529935359954834,0.5529935359954834,0.0,0.19123820960521698,8.537240501027554e-05,2.534223469377086e-05,0.278482586145401,,1.0,48
14,0.12683966755867004,0.14058634638786316,1.0000687837600708,,,,,,,,,,,,,36.09749221801758,0.763837456703186,10.537187576293945,0.0010452611604705453,14.041666984558105,3.357402801513672,4.182300359195647,13.666666984558105,4.070606880321442,1.1347482204437256,0.9666614532470703,0.636867880821228,0.636867880821228,0.0,0.16445350646972656,5.858804433955811e-05,1.7450406647257175e-05,0.30116111040115356,,1.0,48
15,0.12950102984905243,0.15085440874099731,1.0000234842300415,,,,,,,,,,,,,37.3104248046875,0.8616117238998413,10.537590026855469,0.0010709436610341072,7.895833492279053,3.353391408920288,2.354581528338652,7.75,2.3110931686272744,1.076148271560669,0.7868771553039551,0.5763899683952332,0.5763899683952332,0.0,0.13455183804035187,7.233729411382228e-05,2.1571384033991823e-05,0.306123286485672,,1.0,48
16,0.12540601193904877,0.15081612765789032,1.0000576972961426,,,,,,,,,,,,,37.71426010131836,0.772831916809082,10.536812782287598,0.0010414570569992065,18.625,3.3300158977508545,5.5930663744425235,17.979167938232422,5.399123738833979,1.072771430015564,1.3836727142333984,0.5927879810333252,0.5927879810333252,0.0,0.2003111094236374,6.192772707436234e-05,1.8596826198403752e-05,0.34414148330688477,,1.0,48
17,0.12559950351715088,0.14493517577648163,1.0000382661819458,,,,,,,,,,,,,39.66830062866211,0.8796684145927429,10.53816032409668,0.0010225462028756738,7.7916669845581055,3.374197006225586,2.309191474916883,7.520833492279053,2.228925417251403,1.068652868270874,0.5588869452476501,0.6261889338493347,0.6261889338493347,0.0,0.14066286385059357,6.155089795356616e-05,1.8241643169496273e-05,0.2535111904144287,,1.0,48
18,0.12293481826782227,0.1352551132440567,1.0000420808792114,,,,,,,,,,,,,38.269134521484375,0.9177618026733398,10.542460441589355,0.0010387387592345476,6.458333492279053,3.5421719551086426,1.823269326248244,6.125,1.7291650604016169,1.073235034942627,0.4765537679195404,0.6071279048919678,0.6071279048919678,0.0,0.22619883716106415,6.499243318103254e-05,1.8348186881163784e-05,0.25959542393684387,,1.0,48
19,0.12828944623470306,0.14406807720661163,1.0000513792037964,,,,,,,,,,,,,36.619773864746094,0.8426957726478577,10.532140731811523,0.0010757709387689829,15.625,3.776881694793701,4.137010693283935,14.854166984558105,3.9329182499162925,1.1359878778457642,0.9671238660812378,0.5642923712730408,0.5642923712730408,0.0,0.19044359028339386,0.000108812288090121,2.8810086360929455e-05,0.3412605822086334,,1.0,48
20,0.13240164518356323,0.15784958004951477,1.0000569820404053,,,,,,,,,,,,,38.16349411010742,0.7847551107406616,10.534016609191895,0.0010803879704326391,16.4375,3.5146303176879883,4.676878780253682,15.729166984558105,4.475340368130592,1.1322872638702393,1.4806989431381226,0.5661693811416626,0.5661693811416626,0.0,0.18129396438598633,6.921794556546956e-05,1.969423214162124e-05,0.4245544672012329,,1.0,48
21,0.12125904858112335,0.1535351574420929,1.0000513792037964,,,,,,,,,,,,,36.560272216796875,0.7033762335777283,10.532449722290039,0.001034516142681241,7.0416669845581055,3.330644130706787,2.1142057473194398,6.8541669845581055,2.057910330553537,1.0785129070281982,0.47730526328086853,0.6438326835632324,0.6438326835632324,0.0,0.15419967472553253,5.980260903015733e-05,1.7955268261552187e-05,0.2661595046520233,,1.0,48
22,0.13021866977214813,0.14615237712860107,1.0000346899032593,,,,,,,,,,,,,37.381717681884766,0.8381789326667786,10.532670974731445,0.0011184735922142863,7.0416669845581055,3.3003787994384766,2.1335935633874006,6.7291669845581055,2.0389074627778863,1.1002678871154785,0.43102046847343445,0.5986306667327881,0.5986306667327881,0.0,0.2113593965768814,6.136312731541693e-05,1.8592752789446373e-05,0.20778031647205353,,1.0,48
23,0.1284177154302597,0.1435370296239853,1.0000158548355103,,,,,,,,,,,,,36.442100524902344,0.8442864418029785,10.53615951538086,0.0010194936767220497,19.08333396911621,3.7471041679382324,5.092821833316742,18.64583396911621,4.976065004783427,1.1029858589172363,1.6607005596160889,0.6010195016860962,0.6010195016860962,0.0,0.12928970158100128,8.08638142189011e-05,2.1580348551556622e-05,0.3203699588775635,,1.0,48
24,0.1307622194290161,0.14071613550186157,1.0000436305999756,,,,,,,,,,,,,37.530189514160156,0.8671565651893616,10.535514831542969,0.0011060605756938457,11.166666984558105,3.2439045906066895,3.442353693900143,10.8125,3.333174470660388,1.0917619466781616,0.7921171188354492,0.5713371634483337,0.5713371634483337,0.0,0.19872185587882996,6.161050987429917e-05,1.8992700914440116e-05,0.28085020184516907,,1.0,48
25,0.1320905238389969,0.15329675376415253,1.0000563859939575,,,,,,,,,,,,,36.53194808959961,0.8006543517112732,10.535774230957031,0.0010736960684880614,10.145833969116211,3.1616532802581787,3.209028010875825,9.8125,3.103597738004573,1.0791789293289185,0.6895198822021484,0.6039102077484131,0.6039102077484131,0.0,0.1464850902557373,7.226291199913248e-05,2.285605199715986e-05,0.2729041576385498,,1.0,48
26,0.12205386161804199,0.1749448925256729,1.0000863075256348,,,,,,,,,,,,,38.5445556640625,0.773921012878418,10.532876968383789,0.0010468442924320698,20.83333396911621,3.206017255783081,6.498197683295257,20.375,6.355237140316316,1.0553131103515625,1.708998441696167,0.6068019866943359,0.6068019866943359,0.0,0.2461383193731308,5.140671783010475e-05,1.603444821671866e-05,0.40569695830345154,,1.0,48
27,0.13093386590480804,0.15770544111728668,1.0000355243682861,,,,,,,,,,,,,36.060813903808594,0.8421717882156372,10.536389350891113,0.0011066615115851164,7.4166669845581055,3.4283390045166016,2.1633411845076416,7.1875,2.0964962827672524,1.0805957317352295,0.6182327270507812,0.5839614868164062,0.5839614868164062,0.0,0.18459579348564148,0.00010436284355819225,3.0441226237046308e-05,0.43404972553253174,,1.0,48
