alpha,feature,positive_probability,degenerate_rate,gain,crowding,crowd_max,dec_norm,enc_norm,enc_dec_cos,frequency,act_mag,act_mean_firing,act_std,act_max,act_kurtosis,bin_entropy,act_entropy,coact_entropy,coact_count,logit_l2,logit_linf,logit_entropy,logit_top10_mass,discovery_selectivity,predicted_collateral,predicted_residual_collateral
1.0,8915,0.9155760614667088,0.0,0.08343308730400167,0.295346,0.368566,1.0000473,0.9357018,0.58884573,0.0043945312,0.0028058346,0.6384833,0.05464304,1.6341302,586.9033,0.028235715,0.24260493,6.4404426,81.888885,40.8861,0.9444276,10.529749,0.0011204691,0.4530036,8.858718428180353,-2.13468102396386
1.0,9113,0.9153395594233492,0.0,0.08319658526064211,0.38257036,0.48576286,1.0000366,1.2093823,0.55911756,0.0073242188,0.0068211877,0.9313195,0.10495307,2.627984,403.00226,0.043307357,0.30708328,6.951787,84.8,41.32139,1.3149694,10.503667,0.0017338092,0.31312937,9.097050733052866,-2.809048506596339
1.0,9926,0.8316322636189094,0.0,-0.0005107105437976989,0.48790893,0.55508846,1.0000279,1.3473022,0.39871204,0.0068359375,0.0040573413,0.5935311,0.06423449,1.5433294,400.98584,0.04089351,0.2992777,6.484335,68.42857,37.660103,0.8841294,10.541237,0.0011056692,0.1130902,15.884588408903175,3.6795188571668707
1.0,10019,0.7490753301632745,0.0,-0.08306764399943256,0.38104868,0.480294,1.0000534,2.113841,0.33765268,0.0034179688,0.010044833,2.938831,0.25392124,8.914946,989.9739,0.02282177,0.18461782,6.268218,88.0,35.331116,1.5711019,10.531151,0.0014942613,0.3172475,10.244529011119115,-0.6234839431602999
1.0,10467,0.8336187619715929,0.0,0.0014757878088857979,0.29508325,0.44435892,1.0000312,1.5563897,0.5118913,0.0024414062,0.0021098242,0.864184,0.057169817,1.8251355,893.68243,0.017123925,0.14842619,5.74551,66.0,35.720387,0.82869977,10.531193,0.0011075282,0.3842412,8.781632869943198,-1.5630468211570046
1.0,10518,0.9551519701878229,0.0,0.12300899602511584,0.3566951,0.5810544,1.0000635,1.5291547,0.4362077,0.0034179688,0.00706097,2.065838,0.14058888,3.8800976,529.89087,0.02282177,0.22751802,6.106046,73.71429,41.730385,1.2474724,10.51688,0.0013640439,0.24423885,10.375251861277633,-0.6545629896510677
1.0,11303,0.7491331759859653,0.0,-0.08300979817674181,0.3862617,0.4834437,1.0000497,2.3680067,0.35679168,0.0024414062,0.0051797675,2.1216328,0.12100655,3.7224276,659.5426,0.017123925,0.18074872,6.018714,90.6,37.7523,0.9332302,10.523674,0.0012083233,0.26623258,10.154678726625676,-0.7913413831165419
1.0,11898,0.5849391079148821,0.0,-0.24720386624782498,0.49443123,0.57285106,1.0000294,1.2899216,0.4302203,0.0024414062,0.0010115271,0.4143215,0.025815558,0.8985927,884.305,0.017123925,0.16592854,5.811999,75.6,34.901283,0.7888622,10.524234,0.0011946425,0.18364958,14.680049979822119,3.032917083728997
1.0,12092,0.9130698516382836,0.0,0.08092687747557648,0.32733628,0.4285172,1.0000575,1.1510466,0.5358049,0.0048828125,0.008383241,1.7168877,0.17237984,5.4456506,704.1626,0.030857366,0.23649783,6.463421,77.5,42.34458,0.99437135,10.518503,0.0012462521,0.27185374,9.477567996918559,-1.8002284746539423
1.0,12265,0.7497197217453504,0.0,-0.08242325241735671,0.47514388,0.5277891,1.0000165,1.2447753,0.4502365,0.0068359375,0.008127599,1.1889516,0.15113904,4.914008,702.96814,0.04089351,0.2704501,6.625654,71.35714,37.659603,0.8647384,10.526722,0.0012472015,0.72705716,14.161661323377455,1.9204034172757918
1.0,12354,0.6834773209848208,0.0,-0.14866565317788627,0.54539824,0.627901,1.0000117,1.6341087,0.33938074,0.0053710938,0.00813084,1.5138146,0.12671474,3.0186691,351.8679,0.03342987,0.2932762,6.3417797,77.72727,25.12642,0.8550008,10.509678,0.0017201572,0.9484624,16.007530569561872,3.9207234857221334
1.0,12636,0.915290604767506,0.0,0.0831476306047989,0.38318816,0.46886548,1.0000416,1.156769,0.45391718,0.017578125,0.024279427,1.3812296,0.25579146,5.691912,236.46037,0.088457674,0.41143066,7.3592234,80.583336,31.41728,0.6942272,10.536261,0.0011318971,0.096348666,13.715913441999302,1.5885963493830646
1.0,13899,0.8329142618410211,0.0,0.0007712876783140254,0.4782283,0.6197345,1.0000403,1.5683095,0.41033095,0.0048828125,0.015305401,3.134546,0.3046922,10.263114,734.71826,0.030857366,0.24139896,6.3639336,76.4,34.142086,1.0584453,10.520575,0.0014296013,0.40990973,13.359105299142819,1.936769722594965
1.0,14072,0.6665202706499258,0.0,-0.1656227035127813,0.27376658,0.35973424,1.0000517,1.1829131,0.5396006,0.0024414062,0.0056685535,2.3218396,0.14785814,5.115576,955.48157,0.017123925,0.16554959,5.813143,74.4,38.972637,1.0048872,10.531749,0.0012120049,0.32112673,9.036151788076975,-1.6340221126647843
1.0,14224,0.9167085787436614,0.0,0.0845656045809543,0.31868398,0.47134802,1.0000544,1.1288269,0.59097165,0.01953125,0.01790779,0.9168789,0.1790404,3.5306025,191.47238,0.096209176,0.42169192,7.4407907,73.05,51.177086,1.6580724,10.49286,0.0017008744,0.11644805,8.423667914759935,-4.220598449328797
1.0,16362,0.9129042269681426,0.0,0.08076125280543545,0.29992017,0.39942262,1.0000458,1.2309372,0.4771462,0.0034179688,0.0029700832,0.86896145,0.08288441,3.3482385,1353.9996,0.02282177,0.16284241,6.349858,91.71429,39.63963,0.9576409,10.528781,0.0012150523,0.5367187,9.19156637523453,-1.9726998655126253
1.0,17016,0.8319633479938299,0.0,-0.00017962616887723382,0.44870415,0.50602907,1.0000242,1.1492496,0.428416,0.00390625,0.0031549714,0.8076727,0.075938255,2.974368,1194.8789,0.02555946,0.20296754,6.1890955,67.75,34.73257,0.7938366,10.524387,0.0011348804,0.428566,14.105280261572254,2.6150823535043717
1.0,17906,0.9147147989957981,0.0,0.082571824833091,0.39139858,0.47239316,1.0000287,1.1242204,0.4957335,0.024414062,0.017953992,0.7353955,0.14963701,2.4590569,125.72948,0.11475313,0.4676936,7.4202347,65.5,38.08253,0.94187313,10.499256,0.0013065236,0.86540246,13.067084123352535,0.28883903728950866
1.0,18325,0.8286350369889988,0.0,-0.003507937173708342,0.37499067,0.42453086,1.0000229,1.0899465,0.48659354,0.020019531,0.01766349,0.8823129,0.1584985,2.8739405,144.81696,0.09811512,0.44700196,7.387402,69.243904,36.639194,0.8901227,10.521262,0.0011183484,0.5978527,13.105450252308309,0.713908866127078
1.0,18985,0.6675316644929504,0.0,-0.16461130966975668,0.40911588,0.45531225,1.000018,1.3664426,0.39555448,0.0053710938,0.0043302528,0.80621433,0.065719746,1.5404187,330.8715,0.03342987,0.2983815,6.2592144,62.727272,40.715786,0.9767301,10.52124,0.0012387233,0.23827566,13.875487068218622,1.6461493893044674
1.0,19272,0.9150827126383471,0.0,0.08293973847563996,0.3503866,0.41049355,1.000048,1.6553072,0.3599547,0.0029296875,0.0026815922,0.9153168,0.05987044,2.1754458,916.0087,0.020013848,0.2061101,5.955981,77.666664,38.19462,0.8807783,10.5324135,0.0011508381,0.24834314,12.407611910699144,1.0323854342317116
1.0,19369,0.7503768881821694,0.0,-0.0817660859805377,0.3565383,0.4033757,1.0000309,0.9260682,0.58822536,0.0146484375,0.013303563,0.9081899,0.1391668,2.6359231,190.36055,0.07640715,0.40666923,7.460911,87.566666,37.35499,1.014407,10.529639,0.0012752744,0.4198832,10.596788698202461,-1.288346313097348
1.0,19662,0.9138199793718135,0.0,0.08167700520910637,0.4458665,0.5205027,1.000032,1.9248248,0.37841725,0.0073242188,0.014506285,1.9805914,0.21430686,4.536399,312.2312,0.043307357,0.31227627,6.759849,83.333336,34.41006,1.0309193,10.528021,0.0013136883,0.21183258,12.576559234533585,0.9876797159518015
1.0,19683,0.9147712219758736,0.0,0.08262824781316647,0.547851,0.6647855,1.0000364,0.9463599,0.39768356,0.033203125,0.021261087,0.6403339,0.17552778,2.9367764,164.2068,0.14570603,0.48325253,7.853115,79.338234,9.698792,0.19768946,10.534467,0.0010555747,0.54571277,19.333394807504714,6.795020129284379
1.0,20478,0.8304391493535755,0.0,-0.00170382480913156,0.34180412,0.5113815,1.0000284,1.2979997,0.44832584,0.0034179688,0.010345664,3.0268457,0.22935596,6.6642313,696.351,0.02282177,0.20383601,5.82259,65.0,41.400547,1.1619791,10.523498,0.001214715,0.68003315,11.22086251299734,-0.0445424748742498
1.0,20873,0.9151622501279538,0.0,0.08301927596524672,0.27030882,0.31682852,1.0000414,0.9872755,0.5876079,0.0034179688,0.0029788886,0.8715377,0.062313206,2.1813838,813.1677,0.02282177,0.2242142,6.2010446,80.28571,34.73837,1.0269018,10.5248165,0.001286364,1.2300822,8.189364051375817,-2.1719912052353316
1.0,21101,0.8309798808283327,0.0,-0.0011630933343743655,0.4795234,0.62054145,1.0000424,1.4046005,0.3817648,0.028808594,0.037076328,1.2869885,0.2842318,4.3006086,111.745445,0.13057601,0.49066192,7.549213,77.08475,30.303684,0.8430229,10.53167,0.0013592688,0.7966286,17.17498161583763,3.91850135676372
1.0,21359,0.7641648612285886,0.0,-0.06797811293411848,0.3319935,0.48066378,1.0000601,0.9123284,0.54822886,0.00390625,0.0034737168,0.8892715,0.06261863,1.7375793,473.63052,0.02555946,0.25474644,6.34687,79.0,38.848743,0.96918994,10.527967,0.0012436295,0.34322235,10.344495348214444,-0.658196833216145
1.0,23092,0.7499933167903995,0.0,-0.08214965737230762,0.5999354,0.7380183,1.0000393,1.1123449,0.43216953,0.008300781,0.0049831513,0.6003232,0.06884088,1.3699219,264.41254,0.048038643,0.3280647,6.621022,64.47059,21.278934,0.44797647,10.540152,0.0010782033,0.5636447,18.50396910453145,7.274767977350901
1.0,23510,0.9984876563151678,0.0,0.16634468215246068,0.33894044,0.4345454,1.0000558,1.5958351,0.37000847,0.0024414062,0.0021198834,0.86830425,0.057686783,2.1817784,1115.1406,0.017123925,0.15590033,5.818705,73.0,39.818794,0.981241,10.530956,0.0011981651,1.8289726,11.848937802195081,0.45726877842784164
1.0,24097,0.8319583852183617,0.0,-0.0001845889443453652,0.29272532,0.40022257,1.0000281,1.053908,0.54198205,0.0087890625,0.012212376,1.389497,0.19300772,5.231728,515.7752,0.05035992,0.31144118,7.0270467,82.611115,46.97848,1.2365247,10.515782,0.0013612256,0.68325335,8.429595980279165,-3.6583465721936466
1.0,24162,0.9149664848324998,0.0,0.08282351066979265,0.42061988,0.5069039,1.0000371,1.9454575,0.37362713,0.0043945312,0.007953485,1.8098596,0.14044628,3.9669142,472.49066,0.028235715,0.26229987,6.36189,80.333336,44.408028,1.1505526,10.498726,0.0013841119,0.40190864,11.158731181189456,-0.7296238814251831
2.0,906,0.9149951097400238,0.0,0.08285213557731674,0.3643414,0.4983944,1.0000341,1.3883637,0.39058352,0.0087890625,0.011638192,1.3241677,0.18360247,5.5398335,538.8558,0.05035992,0.31470206,6.641223,65.44444,42.4186,1.0378828,10.515504,0.0012634406,0.9038265,12.49496425003746,0.33554582879541117
2.0,2083,0.8351030152601501,0.0,0.002960041097442967,0.3159094,0.46128297,1.000046,2.2197258,0.40591222,0.0024414062,0.0029667993,1.215201,0.07575872,2.9509063,1173.6249,0.017123925,0.17501415,6.0973816,91.4,34.84776,3.257655,10.49223,0.0027130414,0.18519397,4.432018821149535,-5.558517427018734
2.0,2643,0.7491224660382917,0.0,-0.08302050812441542,0.33232957,0.48884282,1.0000316,2.202213,0.4403447,0.0043945312,0.00656785,1.4945507,0.13703138,4.4421124,789.56714,0.028235715,0.2363353,6.5665274,90.111115,34.55186,0.9408347,10.527874,0.001208615,0.047108524,7.755714107556374,-2.4407002083345364
2.0,2761,0.9973710626363754,0.0,0.16522808847366832,0.31474796,0.37731,1.0000432,1.0976474,0.48705477,0.0073242188,0.0037983833,0.51860595,0.06033375,1.8649863,556.56537,0.043307357,0.30468127,6.611042,64.53333,44.491066,1.1157122,10.519659,0.0012000216,0.3545644,10.810785600956804,-0.9571388983807962
2.0,3661,0.7894637871601541,0.0,-0.04267918700255302,0.43529072,0.49661335,0.99999446,1.2534873,0.44219416,0.0073242188,0.007385801,1.0084081,0.12360891,3.3503609,489.08728,0.043307357,0.29205596,6.7993574,78.46667,31.871498,0.75186265,10.529659,0.0011830169,0.33519623,13.072620635099973,1.1377313218970695
2.0,4637,0.8343063072825316,0.0,0.0021633331198245287,0.30637237,0.4870594,1.0000345,1.0249588,0.5714221,0.0126953125,0.012135476,0.9559021,0.16941911,4.4728622,418.23102,0.068048745,0.35004848,7.088505,71.57692,50.157597,1.3880314,10.517115,0.0013965704,0.7939487,9.001721821539036,-3.234205841009973
2.0,5222,0.9145652111959256,0.0,0.08242223703321849,0.3829442,0.46018258,1.000033,1.5331336,0.48220193,0.0063476562,0.010870793,1.712568,0.15871772,3.2480829,271.8366,0.03844451,0.30779138,6.841205,87.23077,66.18334,1.6511645,10.565223,0.001105842,0.41923234,11.46877115346243,-1.9752634955746455
2.0,5799,0.8297012307933377,0.0,-0.00244174336936942,0.46605894,0.52238077,1.0000539,1.210882,0.42116296,0.0126953125,0.009389477,0.73960185,0.10458714,1.8878605,203.63579,0.068048745,0.38818443,6.7632375,60.423077,32.51827,0.90970373,10.5274105,0.0013633557,0.0500421,16.256830959486546,4.103446059792822
2.0,6882,0.9156588273278127,0.0,0.08351585316510557,0.36820683,0.51178646,1.0000482,1.6106931,0.48771513,0.008300781,0.01634017,1.9685099,0.21915375,4.9531217,301.43723,0.048038643,0.3388509,7.082926,95.05882,31.704063,0.7847022,10.52808,0.0012708339,0.33872357,9.898806070571016,-0.9011728979258808
2.0,7290,0.9149196531216148,0.0,0.08277667895890772,0.3176023,0.4491131,1.0000479,1.0622927,0.5204026,0.005859375,0.0068137627,1.1628822,0.11956943,3.7320569,585.69763,0.03595768,0.27455866,6.5507984,74.833336,37.72086,0.9173238,10.525217,0.0012300169,0.39103165,10.16111185370896,-0.9384020702057405
2.0,8097,0.6872579256014433,0.0,-0.14488504856126383,0.46278962,0.6622032,1.0000275,1.1314999,0.4730124,0.017089844,0.019629128,1.1485844,0.19780138,4.5430408,215.08574,0.086486176,0.41737166,7.329465,73.942856,36.4808,1.0020587,10.532896,0.0012781261,1.243218,14.54786853673585,2.182946595225728
2.0,8156,0.750512182925983,0.0,-0.08163079123672412,0.43491554,0.5340256,1.000052,1.1886901,0.4635886,0.0048828125,0.004557007,0.93327504,0.09472262,3.1971262,744.8734,0.030857366,0.22884959,6.570891,82.7,37.82889,1.0375451,10.509584,0.0013940384,0.34364444,11.847259131612297,0.13671742739676235
2.0,8569,0.8320405999402283,0.0,-0.00010237422247882932,0.37675205,0.44619602,1.0000343,1.2572631,0.39821994,0.0029296875,0.00213471,0.7286477,0.055774327,2.2028408,1242.6351,0.020013848,0.17632678,6.17541,87.166664,31.579536,0.76439494,10.529767,0.0012567651,0.3416068,12.474787094556582,1.1327657915105005
2.0,8915,0.9139328338205814,0.0,0.08178985965787433,0.295346,0.368566,1.0000473,0.9357018,0.58884573,0.0043945312,0.0028058346,0.6384833,0.05464304,1.6341302,586.9033,0.028235715,0.24260493,6.4404426,81.888885,40.8861,0.9444276,10.529749,0.0011204691,0.4530036,8.858718428180353,-2.13468102396386
2.0,9113,0.9140634481639912,0.0,0.0819204740012841,0.38257036,0.48576286,1.0000366,1.2093823,0.55911756,0.0073242188,0.0068211877,0.9313195,0.10495307,2.627984,403.00226,0.043307357,0.30708328,6.951787,84.8,41.32139,1.3149694,10.503667,0.0017338092,0.31312937,9.097050733052866,-2.809048506596339
2.0,9926,0.9154982890856141,0.0,0.08335531492290704,0.48790893,0.55508846,1.0000279,1.3473022,0.39871204,0.0068359375,0.0040573413,0.5935311,0.06423449,1.5433294,400.98584,0.04089351,0.2992777,6.484335,68.42857,37.660103,0.8841294,10.541237,0.0011056692,0.1130902,15.884588408903175,3.6795188571668707
2.0,10019,0.7492478205870915,0.0,-0.08289515357561561,0.38104868,0.480294,1.0000534,2.113841,0.33765268,0.0034179688,0.010044833,2.938831,0.25392124,8.914946,989.9739,0.02282177,0.18461782,6.268218,88.0,35.331116,1.5711019,10.531151,0.0014942613,0.3172475,10.244529011119115,-0.6234839431602999
2.0,10467,0.8324292493392326,0.0,0.0002862751765254634,0.29508325,0.44435892,1.0000312,1.5563897,0.5118913,0.0024414062,0.0021098242,0.864184,0.057169817,1.8251355,893.68243,0.017123925,0.14842619,5.74551,66.0,35.720387,0.82869977,10.531193,0.0011075282,0.3842412,8.781632869943198,-1.5630468211570046
2.0,10518,0.7502143668631712,0.0,-0.08192860729953588,0.3566951,0.5810544,1.0000635,1.5291547,0.4362077,0.0034179688,0.00706097,2.065838,0.14058888,3.8800976,529.89087,0.02282177,0.22751802,6.106046,73.71429,41.730385,1.2474724,10.51688,0.0013640439,0.24423885,10.375251861277633,-0.6545629896510677
2.0,11303,0.9151286197787462,0.0,0.08298564561603905,0.3862617,0.4834437,1.0000497,2.3680067,0.35679168,0.0024414062,0.0051797675,2.1216328,0.12100655,3.7224276,659.5426,0.017123925,0.18074872,6.018714,90.6,37.7523,0.9332302,10.523674,0.0012083233,0.26623258,10.154678726625676,-0.7913413831165419
2.0,11898,0.6669627088073563,0.0,-0.1651802653553508,0.49443123,0.57285106,1.0000294,1.2899216,0.4302203,0.0024414062,0.0010115271,0.4143215,0.025815558,0.8985927,884.305,0.017123925,0.16592854,5.811999,75.6,34.901283,0.7888622,10.524234,0.0011946425,0.18364958,14.680049979822119,3.032917083728997
2.0,12092,0.7496665306874396,0.0,-0.0824764434752675,0.32733628,0.4285172,1.0000575,1.1510466,0.5358049,0.0048828125,0.008383241,1.7168877,0.17237984,5.4456506,704.1626,0.030857366,0.23649783,6.463421,77.5,42.34458,0.99437135,10.518503,0.0012462521,0.27185374,9.477567996918559,-1.8002284746539423
2.0,12265,0.7488884443640321,0.0,-0.08325452979867498,0.47514388,0.5277891,1.0000165,1.2447753,0.4502365,0.0068359375,0.008127599,1.1889516,0.15113904,4.914008,702.96814,0.04089351,0.2704501,6.625654,71.35714,37.659603,0.8647384,10.526722,0.0012472015,0.72705716,14.161661323377455,1.9204034172757918
2.0,12354,0.749642429019635,0.0,-0.08250054514307215,0.54539824,0.627901,1.0000117,1.6341087,0.33938074,0.0053710938,0.00813084,1.5138146,0.12671474,3.0186691,351.8679,0.03342987,0.2932762,6.3417797,77.72727,25.12642,0.8550008,10.509678,0.0017201572,0.9484624,16.007530569561872,3.9207234857221334
2.0,12636,0.8330290922895074,0.0,0.0008861181268002838,0.38318816,0.46886548,1.0000416,1.156769,0.45391718,0.017578125,0.024279427,1.3812296,0.25579146,5.691912,236.46037,0.088457674,0.41143066,7.3592234,80.583336,31.41728,0.6942272,10.536261,0.0011318971,0.096348666,13.715913441999302,1.5885963493830646
2.0,13899,0.8314245264821997,0.0,-0.0007184476805074391,0.4782283,0.6197345,1.0000403,1.5683095,0.41033095,0.0048828125,0.015305401,3.134546,0.3046922,10.263114,734.71826,0.030857366,0.24139896,6.3639336,76.4,34.142086,1.0584453,10.520575,0.0014296013,0.40990973,13.359105299142819,1.936769722594965
2.0,14072,0.8313860244573638,0.0,-0.000756949705343346,0.27376658,0.35973424,1.0000517,1.1829131,0.5396006,0.0024414062,0.0056685535,2.3218396,0.14785814,5.115576,955.48157,0.017123925,0.16554959,5.813143,74.4,38.972637,1.0048872,10.531749,0.0012120049,0.32112673,9.036151788076975,-1.6340221126647843
2.0,14224,0.9134217613221457,0.0,0.08127878715943859,0.31868398,0.47134802,1.0000544,1.1288269,0.59097165,0.01953125,0.01790779,0.9168789,0.1790404,3.5306025,191.47238,0.096209176,0.42169192,7.4407907,73.05,51.177086,1.6580724,10.49286,0.0017008744,0.11644805,8.423667914759935,-4.220598449328797
2.0,16362,0.8313176176064493,0.0,-0.0008253565562578169,0.29992017,0.39942262,1.0000458,1.2309372,0.4771462,0.0034179688,0.0029700832,0.86896145,0.08288441,3.3482385,1353.9996,0.02282177,0.16284241,6.349858,91.71429,39.63963,0.9576409,10.528781,0.0012150523,0.5367187,9.19156637523453,-1.9726998655126253
2.0,17016,0.9970696171124777,0.0,0.16492664294977055,0.44870415,0.50602907,1.0000242,1.1492496,0.428416,0.00390625,0.0031549714,0.8076727,0.075938255,2.974368,1194.8789,0.02555946,0.20296754,6.1890955,67.75,34.73257,0.7938366,10.524387,0.0011348804,0.428566,14.105280261572254,2.6150823535043717
2.0,17906,0.8330178742180578,0.0,0.0008749000553507358,0.39139858,0.47239316,1.0000287,1.1242204,0.4957335,0.024414062,0.017953992,0.7353955,0.14963701,2.4590569,125.72948,0.11475313,0.4676936,7.4202347,65.5,38.08253,0.94187313,10.499256,0.0013065236,0.86540246,13.067084123352535,0.28883903728950866
2.0,18325,0.7635176248149946,0.0,-0.06862534934771247,0.37499067,0.42453086,1.0000229,1.0899465,0.48659354,0.020019531,0.01766349,0.8823129,0.1584985,2.8739405,144.81696,0.09811512,0.44700196,7.387402,69.243904,36.639194,0.8901227,10.521262,0.0011183484,0.5978527,13.105450252308309,0.713908866127078
2.0,18985,0.6586703058128478,0.0,-0.1734726683498593,0.40911588,0.45531225,1.000018,1.3664426,0.39555448,0.0053710938,0.0043302528,0.80621433,0.065719746,1.5404187,330.8715,0.03342987,0.2983815,6.2592144,62.727272,40.715786,0.9767301,10.52124,0.0012387233,0.23827566,13.875487068218622,1.6461493893044674
2.0,19272,0.9150536255328916,0.0,0.0829106513701845,0.3503866,0.41049355,1.000048,1.6553072,0.3599547,0.0029296875,0.0026815922,0.9153168,0.05987044,2.1754458,916.0087,0.020013848,0.2061101,5.955981,77.666664,38.19462,0.8807783,10.5324135,0.0011508381,0.24834314,12.407611910699144,1.0323854342317116
2.0,19369,0.8322037815863345,0.0,6.0807423627351476e-05,0.3565383,0.4033757,1.0000309,0.9260682,0.58822536,0.0146484375,0.013303563,0.9081899,0.1391668,2.6359231,190.36055,0.07640715,0.40666923,7.460911,87.566666,37.35499,1.014407,10.529639,0.0012752744,0.4198832,10.596788698202461,-1.288346313097348
2.0,19662,0.7498928552377038,0.0,-0.08225011892500333,0.4458665,0.5205027,1.000032,1.9248248,0.37841725,0.0073242188,0.014506285,1.9805914,0.21430686,4.536399,312.2312,0.043307357,0.31227627,6.759849,83.333336,34.41006,1.0309193,10.528021,0.0013136883,0.21183258,12.576559234533585,0.9876797159518015
2.0,19683,0.8324425908989118,0.0,0.00029961673620471085,0.547851,0.6647855,1.0000364,0.9463599,0.39768356,0.033203125,0.021261087,0.6403339,0.17552778,2.9367764,164.2068,0.14570603,0.48325253,7.853115,79.338234,9.698792,0.19768946,10.534467,0.0010555747,0.54571277,19.333394807504714,6.795020129284379
2.0,20478,0.8336801547169065,0.0,0.00153718055419938,0.34180412,0.5113815,1.0000284,1.2979997,0.44832584,0.0034179688,0.010345664,3.0268457,0.22935596,6.6642313,696.351,0.02282177,0.20383601,5.82259,65.0,41.400547,1.1619791,10.523498,0.001214715,0.68003315,11.22086251299734,-0.0445424748742498
