feature,crowding,crowd_max,dec_norm,enc_norm,enc_dec_cos,frequency,act_mag,act_mean_firing,act_std,act_max,act_kurtosis,bin_entropy,act_entropy,coact_entropy,coact_count,logit_l2,logit_linf,logit_entropy,logit_top10_mass,collateral_raw,effect_l2,collateral_ctilde,collateral_raw_nodense,collateral_ctilde_nodense,resid_delta_norm,resid_reconstruction_norm_ratio,resid_error_delta_norm,resid_change_explained_energy,stab_signed,stab_abs,stab_anti_frac,effect_pc1_ratio,kl_mean,kl_per_effect,effect_cv,ctx_mean_act,intervention_value,n_ctx
41,0.2741253077983856,0.506944477558136,0.3286708891391754,4.7740960121154785,0.6698861122131348,0.0029296875,0.014028143137693405,4.788272857666016,0.29760345816612244,10.386524200439453,808.6019897460938,0.020013848319649696,0.2165055125951767,4.98330545425415,33.5,1.6931804418563843,0.03769458830356598,11.444679260253906,0.0006479376461356878,2.1875,15.432650566101074,0.14174493157951437,1.2083333730697632,0.07829720287589367,0.4212460517883301,0.9607412219047546,0.6100499629974365,-1.6183018684387207,0.2869866192340851,0.2869866192340851,0.0,0.152290478348732,0.000677518080919981,4.3901601839491016e-05,0.37823760509490967,0.598534107208252,1.0,48
119,0.21592223644256592,0.3566519320011139,0.21062208712100983,5.662355899810791,0.705351710319519,0.0078125,0.03174632042646408,4.063529014587402,0.3809918761253357,6.759871482849121,180.5365447998047,0.04568839073181152,0.3547849655151367,5.8988423347473145,39.625,1.0787614583969116,0.01646432653069496,11.464219093322754,0.0004816484870389104,2.1458334922790527,12.388503074645996,0.17321168486760483,1.1458333730697632,0.09249167274211528,0.2800525426864624,0.9565991163253784,0.39993590116500854,-2.0333478450775146,0.2264396846294403,0.2381000816822052,0.125,0.17713437974452972,0.0008133598603308201,6.565440996167472e-05,0.27872127294540405,1.354509711265564,1.0,48
243,0.21543581783771515,0.3069073259830475,0.18344846367835999,7.37242317199707,0.6015222072601318,0.00244140625,0.007414623163640499,3.03702974319458,0.15059691667556763,3.5307235717773438,420.0702209472656,0.01712392456829548,0.21049581468105316,4.345691680908203,22.399999618530273,1.382007360458374,0.01799839548766613,11.476642608642578,0.0004312017117626965,2.2916667461395264,12.849177360534668,0.17835124226666096,1.2708333730697632,0.09890387037414539,0.23330286145210266,1.0842156410217285,0.37487468123435974,-2.729238510131836,0.23717448115348816,0.268403023481369,0.0625,0.15775467455387115,0.0007017127936705947,5.461149561836857e-05,0.3117603361606598,0.31635725498199463,1.0,48
416,0.2902739644050598,0.3833546042442322,0.31548041105270386,6.841730117797852,0.4832953214645386,0.005859375,0.022553622722625732,3.849151611328125,0.3241160809993744,7.281269550323486,295.9404602050781,0.03595767915248871,0.312253475189209,5.530666828155518,31.416667938232422,1.5934841632843018,0.03183009475469589,11.464969635009766,0.0005852752365171909,2.4791667461395264,14.436468124389648,0.17172945093362627,1.2708333730697632,0.0880293823419638,0.35730108618736267,1.0346568822860718,0.512316882610321,-1.532668113708496,0.240697979927063,0.24438446760177612,0.0416666679084301,0.1390341967344284,0.000721264339517802,4.9961273962822756e-05,0.39091596007347107,0.9622879028320312,1.0,48
418,0.3437109887599945,0.7170478701591492,0.4132951498031616,5.476749420166016,0.3996255099773407,0.0029296875,0.017963336780667305,6.131485462188721,0.34056347608566284,7.895449638366699,396.17938232421875,0.020013848319649696,0.23109714686870575,4.542722225189209,25.0,2.3699898719787598,0.032762810587882996,11.473751068115234,0.00043195474427193403,3.625,18.151012420654297,0.1997133776338518,2.4375,0.13429002978827967,0.49528583884239197,1.1783373355865479,0.7517123222351074,-1.769927740097046,0.31376367807388306,0.33488941192626953,0.0625,0.2161577343940735,0.00136300059966743,7.509226302801321e-05,0.302304744720459,0.7664356827735901,1.0,48
421,0.2006312906742096,0.27704280614852905,0.2553071081638336,6.155656814575195,0.5719926357269287,0.00244140625,0.007543393410742283,3.0897738933563232,0.15830551087856293,4.590606689453125,537.7142333984375,0.01712392456829548,0.20623566210269928,4.923882484436035,34.0,1.3215755224227905,0.0197196863591671,11.47140884399414,0.00045958475675433874,2.2916667461395264,13.271520614624023,0.17267552158925634,0.8958333730697632,0.06750043181997027,0.3015221059322357,1.4377692937850952,0.5515651702880859,-3.7350592613220215,0.2325017899274826,0.23403143882751465,0.02083333395421505,0.25148487091064453,0.0006198131013661623,4.670249317294952e-05,0.3543904423713684,0.3218514621257782,1.0,48
567,0.20314188301563263,0.2977457046508789,0.19860988855361938,6.2758073806762695,0.6922527551651001,0.00244140625,0.008053316734731197,3.2986385822296143,0.16907410323619843,4.7746100425720215,527.7786865234375,0.01712392456829548,0.20601995289325714,4.919956684112549,31.0,1.0524803400039673,0.022470513358712196,11.468639373779297,0.000646415981464088,1.5208333730697632,11.994768142700195,0.12679139385677926,0.5625,0.04689544581763117,0.2489432543516159,1.0659072399139404,0.3961125612258911,-2.951751232147217,0.20870909094810486,0.20870909094810486,0.0,0.1270749866962433,0.0006591183482669294,5.495048673521483e-05,0.22047410905361176,0.34360817074775696,1.0,48
785,0.2364097684621811,0.3270777761936188,0.2891799807548523,9.587736129760742,0.3388960361480713,0.005859375,0.01894364506006241,3.233048677444458,0.2618092894554138,6.209451675415039,277.09881591796875,0.03595767915248871,0.31875860691070557,5.378228187561035,29.58333396911621,1.5029047727584839,0.022651711478829384,11.470012664794922,0.00046659944928251207,3.5625,14.808921813964844,0.24056444097334018,2.125,0.14349457882620292,0.3478938937187195,1.6568281650543213,0.6987730860710144,-4.385714530944824,0.24547526240348816,0.2555854916572571,0.0416666679084301,0.20598621666431427,0.0009703662944957614,6.552578952273528e-05,0.35678526759147644,0.8082621693611145,1.0,48
788,0.18892906606197357,0.29830074310302734,0.3098400831222534,4.100039958953857,0.7452198266983032,0.00439453125,0.01369509194046259,3.116394281387329,0.21335487067699432,5.004888534545898,299.8624572753906,0.02823571488261223,0.2839292883872986,5.256385803222656,31.22222137451172,1.578806757926941,0.025375226512551308,11.465066909790039,0.0005294648581184447,2.1666667461395264,14.619009017944336,0.14820886573077066,1.0208333730697632,0.069829177279967,0.34561222791671753,1.0175023078918457,0.5226224660873413,-2.071122646331787,0.20374774932861328,0.22192244231700897,0.0833333358168602,0.2698563039302826,0.0008147500338964164,5.5732234130166834e-05,0.4769977629184723,0.5843239426612854,1.0,48
841,0.20221762359142303,0.35936903953552246,0.2659675180912018,4.909787178039551,0.6813246011734009,0.00244140625,0.006033483427017927,2.4713149070739746,0.12332329899072647,3.1470558643341064,444.46307373046875,0.01712392456829548,0.20970571041107178,5.079303741455078,38.0,1.6554763317108154,0.07022092491388321,11.480113983154297,0.0009374141227453947,2.6458334922790527,13.276041984558105,0.19929384777206857,1.125,0.08473911128491016,0.3202264904975891,1.1664822101593018,0.5278468132019043,-2.86500883102417,0.2770037055015564,0.2814211845397949,0.0416666679084301,0.22074578702449799,0.0008347472175955772,6.287621099253399e-05,0.3352484107017517,0.2574286162853241,1.0,48
