setting,target,control,predictor_set,cv_spearman_mean,cv_spearman_sd,oof_spearman,n_pred,n_defined_folds,controls
gemma_2_2b,collateral_ctilde_nodense,robust,frequency_only,,,,1,0,"frequency,act_max"
gemma_2_2b,collateral_ctilde_nodense,robust,actmag_only,-0.17283689913864966,0.2151553324164009,-0.14874743052700584,1,5,"frequency,act_max"
gemma_2_2b,collateral_ctilde_nodense,robust,geometry_only,0.36368991386496263,0.1490598839532797,0.36336537072634134,5,5,"frequency,act_max"
gemma_2_2b,collateral_ctilde_nodense,robust,direct_logit_only,0.14418449569324815,0.11127294090817026,0.12603473371926355,4,5,"frequency,act_max"
gemma_2_2b,collateral_ctilde_nodense,robust,coactivation_only,0.18310641844956935,0.1184987941089323,0.19238169312992365,2,5,"frequency,act_max"
gemma_2_2b,collateral_ctilde_nodense,robust,full_no_magnitude,0.5050291747707697,0.05659456333097623,0.5109203435593729,15,5,"frequency,act_max"
gemma_2_2b,collateral_ctilde_nodense,robust,full_all,0.48705751597666025,0.060813493419231854,0.49639129323659154,19,5,"frequency,act_max"
gemma_2_2b,collateral_ctilde_nodense,effect_only,frequency_only,0.5025905640261898,0.07692962421849493,0.4794521878909135,1,5,effect_l2
gemma_2_2b,collateral_ctilde_nodense,effect_only,actmag_only,0.5189663795498751,0.053481164642993836,0.5083523150257224,1,5,effect_l2
gemma_2_2b,collateral_ctilde_nodense,effect_only,geometry_only,0.3482745207001946,0.1618054929769542,0.34937721530239224,5,5,effect_l2
gemma_2_2b,collateral_ctilde_nodense,effect_only,direct_logit_only,0.08184495693248126,0.08168886217298346,0.05871976355292836,4,5,effect_l2
gemma_2_2b,collateral_ctilde_nodense,effect_only,coactivation_only,0.3827841066963046,0.09324992207399727,0.3773006366737408,2,5,effect_l2
gemma_2_2b,collateral_ctilde_nodense,effect_only,full_no_magnitude,0.6205946096137818,0.02784816716526948,0.6212557917310191,15,5,effect_l2
gemma_2_2b,collateral_ctilde_nodense,effect_only,full_all,0.6243845512642401,0.02879635826137654,0.6230660340670452,19,5,effect_l2
gemma_2_2b,resid_delta_norm,none,frequency_only,0.07416909651777479,0.1007309034809476,0.016444606206078915,1,5,
gemma_2_2b,resid_delta_norm,none,actmag_only,0.26891914420672414,0.12359566492773277,0.23192791031011456,1,5,
gemma_2_2b,resid_delta_norm,none,geometry_only,0.6827785495971105,0.05711623858552013,0.6869076323070256,5,5,
gemma_2_2b,resid_delta_norm,none,direct_logit_only,0.5877410391775494,0.06314699434780892,0.596410626784742,4,5,
gemma_2_2b,resid_delta_norm,none,coactivation_only,0.035043067518755217,0.08049580929140679,0.02524250269447438,2,5,
gemma_2_2b,resid_delta_norm,none,full_no_magnitude,0.8070575159766603,0.02833632393977923,0.8063494038822653,15,5,
gemma_2_2b,resid_delta_norm,none,full_all,0.8268852459016396,0.016263205642931322,0.8230140334892609,19,5,
gemma_2_2b,resid_delta_norm,primary,frequency_only,,,,1,0,"effect_l2,act_max,frequency"
gemma_2_2b,resid_delta_norm,primary,actmag_only,0.09153653792720202,0.23957881487904584,0.0393044367159635,1,5,"effect_l2,act_max,frequency"
gemma_2_2b,resid_delta_norm,primary,geometry_only,0.3980439010836344,0.0756303634632945,0.392287914310159,5,5,"effect_l2,act_max,frequency"
gemma_2_2b,resid_delta_norm,primary,direct_logit_only,0.4426340650180606,0.049191439556125066,0.43925465838509314,4,5,"effect_l2,act_max,frequency"
gemma_2_2b,resid_delta_norm,primary,coactivation_only,0.05076965823839956,0.08223336429119961,0.03301636684852054,2,5,"effect_l2,act_max,frequency"
gemma_2_2b,resid_delta_norm,primary,full_no_magnitude,0.557754931925535,0.06663706145009747,0.5490172113023477,15,5,"effect_l2,act_max,frequency"
gemma_2_2b,resid_delta_norm,primary,full_all,0.5769713809391499,0.084332649342751,0.5740774897498861,19,5,"effect_l2,act_max,frequency"
gemma_2_2b,resid_delta_norm,robust,frequency_only,,,,1,0,"frequency,act_max"
