setting,target,control,predictor,rho,p,ci_lo,ci_hi,n,k_controls,controls,n_boot,n_boot_valid,p_holm,q_bh
gemma_2_2b,collateral_raw,none,act_mean_firing,0.3754217959613272,1.782037267359559e-11,0.2718229604398767,0.47077710657099103,300,0,,10000,10000,2.1384447208314706e-10,4.232338509978952e-11
gemma_2_2b,collateral_raw,none,act_std,0.4877925905045102,2.443215531619794e-19,0.3924050993348874,0.5745720458727659,300,0,,10000,10000,4.15346640375365e-18,1.5388400828456343e-18
gemma_2_2b,collateral_raw,none,act_max,0.32354936048936433,9.713625866603713e-09,0.2172169739335112,0.4241580257659205,300,0,,10000,10000,8.742263279943342e-08,1.6778081042315505e-08
gemma_2_2b,collateral_raw,none,coact_entropy,0.14008888164919683,0.015171169357725093,0.025017607043768233,0.2517315142658989,300,0,,10000,10000,0.07585584678862546,0.019216814519785116
gemma_2_2b,collateral_raw,none,coact_count,-0.16419494770048035,0.004352103277694709,-0.2740116262773388,-0.050703834621773684,300,0,,10000,10000,0.026112619666168253,0.0059064258768713905
gemma_2_2b,collateral_raw,none,logit_l2,0.22210480991580858,0.00010468294086421915,0.10600668915106637,0.32968232152656424,300,0,,10000,10000,0.000732780586049534,0.0001529981443400126
gemma_2_2b,collateral_raw,none,logit_linf,0.08643902144128596,0.13525022863561575,-0.032194207264084444,0.19959471597688366,300,0,,10000,10000,0.541000914542463,0.1592374770622706
gemma_2_2b,collateral_raw,none,logit_entropy,0.015144206763828185,0.793918770601142,-0.09656104217247,0.12566136244713608,300,0,,10000,10000,1.0,0.8380253689678722
gemma_2_2b,collateral_raw,none,logit_top10_mass,-0.08487762148744385,0.14247563737150526,-0.193809916666841,0.02777345062494731,300,0,,10000,10000,0.541000914542463,0.1592374770622706
gemma_2_2b,collateral_raw,primary,crowding,0.26113511435153836,5.097800051660387e-06,0.14406970285940596,0.377440350312833,300,3,"effect_l2,act_max,frequency",10000,10000,7.64670007749058e-05,2.8887533626075524e-05
gemma_2_2b,collateral_raw,primary,crowd_max,0.16122213514243341,0.005353153598055599,0.04330617830987473,0.2795499052582597,300,3,"effect_l2,act_max,frequency",10000,10000,0.05353153598055599,0.011375451395868149
gemma_2_2b,collateral_raw,primary,dec_norm,0.04971497124620957,0.39327823415284274,-0.07624957846339438,0.17450262677660025,300,3,"effect_l2,act_max,frequency",10000,10000,1.0,0.47755214147130903
gemma_2_2b,collateral_raw,primary,enc_norm,0.11440135653451605,0.04887107654814443,0.003664015701512104,0.22655260730100008,300,3,"effect_l2,act_max,frequency",10000,10000,0.342097535837011,0.07137129473227798
gemma_2_2b,collateral_raw,primary,enc_dec_cos,-0.475599542993915,3.611684260877229e-18,-0.5685988694693046,-0.3681522952543162,300,3,"effect_l2,act_max,frequency",10000,10000,6.13986324349129e-17,6.13986324349129e-17
gemma_2_2b,collateral_raw,primary,bin_entropy,,,,,300,3,"effect_l2,act_max,frequency",10000,0,,
gemma_2_2b,collateral_raw,primary,act_entropy,0.016347310978362662,0.7790515863739581,-0.0982325262740429,0.12955881894893262,300,3,"effect_l2,act_max,frequency",10000,10000,1.0,0.8829251312238192
gemma_2_2b,collateral_raw,primary,act_kurtosis,-0.12220549150903887,0.03528553409175027,-0.22489136084996633,-0.017765680075922344,300,3,"effect_l2,act_max,frequency",10000,10000,0.28228427273400214,0.059985407955975456
gemma_2_2b,collateral_raw,primary,act_mag,0.18715941932139082,0.0011930899052553577,0.09303685492611287,0.28083079425778457,300,3,"effect_l2,act_max,frequency",10000,10000,0.01551016876831965,0.004056505677868217
gemma_2_2b,collateral_raw,primary,act_mean_firing,0.2328839294523806,5.069906218683821e-05,0.11535758739418274,0.33789807282106377,300,3,"effect_l2,act_max,frequency",10000,10000,0.0007097868706157349,0.0002154710142940624
gemma_2_2b,collateral_raw,primary,act_std,0.1768029228185148,0.0022263700518950734,0.06574750708385525,0.2835129478244012,300,3,"effect_l2,act_max,frequency",10000,10000,0.024490070570845807,0.005406898697459465
gemma_2_2b,collateral_raw,primary,coact_entropy,-0.3128744612187664,3.626336327111053e-08,-0.3997839597339398,-0.20888486871606143,300,3,"effect_l2,act_max,frequency",10000,10000,5.802138123377685e-07,3.082385878044395e-07
gemma_2_2b,collateral_raw,primary,coact_count,-0.1811564041945779,0.00171968454121459,-0.29691295431412856,-0.057718976578116726,300,3,"effect_l2,act_max,frequency",10000,10000,0.020636214494575082,0.004872439533441338
gemma_2_2b,collateral_raw,primary,logit_l2,-0.0004371320436599104,0.9940146215616726,-0.11371941799293069,0.11331232627921481,300,3,"effect_l2,act_max,frequency",10000,10000,1.0,1.0
gemma_2_2b,collateral_raw,primary,logit_linf,-0.11365185857349173,0.05037973745807857,-0.21643609661610055,-0.0038315712736008874,300,3,"effect_l2,act_max,frequency",10000,10000,0.342097535837011,0.07137129473227798
gemma_2_2b,collateral_raw,primary,logit_entropy,0.10196524489407131,0.07936158826069599,-0.01447670688481385,0.2164772956622614,300,3,"effect_l2,act_max,frequency",10000,10000,0.39680794130347996,0.1037805384947563
gemma_2_2b,collateral_raw,primary,logit_top10_mass,-0.14939615119802183,0.009929503095335187,-0.25709371575413975,-0.03808523387513264,300,3,"effect_l2,act_max,frequency",10000,10000,0.08936552785801669,0.018755728068966464
gemma_2_2b,collateral_raw,robust,crowding,0.5084709432399207,5.349665960397073e-21,0.4087484400599553,0.6005264590843103,300,2,"frequency,act_max",10000,10000,8.559465536635316e-20,4.547216066337512e-20
gemma_2_2b,collateral_raw,robust,crowd_max,0.3530798451791269,3.5491821586181137e-10,0.23504423667073127,0.4658148956836676,300,2,"frequency,act_max",10000,10000,4.613936806203547e-09,1.2067219339301587e-09
gemma_2_2b,collateral_raw,robust,dec_norm,0.01906341442013958,0.7431140956865725,-0.09913419628851244,0.1371856105789279,300,2,"frequency,act_max",10000,10000,1.0,0.8421959751114488
gemma_2_2b,collateral_raw,robust,enc_norm,0.4179241436073074,5.0097682356206125e-14,0.31388218236505494,0.5102076617418961,300,2,"frequency,act_max",10000,10000,7.514652353430919e-13,2.8388686668516804e-13
gemma_2_2b,collateral_raw,robust,enc_dec_cos,-0.622020827150499,2.6511772567912206e-33,-0.6920851006314611,-0.5398324288534839,300,2,"frequency,act_max",10000,10000,4.507001336545075e-32,4.507001336545075e-32
gemma_2_2b,collateral_raw,robust,bin_entropy,,,,,300,2,"frequency,act_max",10000,0,,
gemma_2_2b,collateral_raw,robust,act_entropy,0.10073233344349623,0.08256035536975427,-0.049709381389300956,0.22033529598854942,300,2,"frequency,act_max",10000,10000,0.49536213221852565,0.11696050344048521
gemma_2_2b,collateral_raw,robust,act_kurtosis,-0.24000767156192152,2.825123503362218e-05,-0.3353096315398187,-0.13372968203590704,300,2,"frequency,act_max",10000,10000,0.00025426111530259965,5.336344395239745e-05
gemma_2_2b,collateral_raw,robust,act_mag,0.2962871690407266,1.8815267849877437e-07,0.21068976886767632,0.3762700657309751,300,2,"frequency,act_max",10000,10000,2.069679463486518e-06,4.3127184699159044e-07
gemma_2_2b,collateral_raw,robust,act_mean_firing,0.3360060897920305,2.683684533093251e-09,0.22362285086788614,0.4365940382736833,300,2,"frequency,act_max",10000,10000,3.220421439711901e-08,7.603772843764212e-09
gemma_2_2b,collateral_raw,robust,act_std,0.2955235458433856,2.0295145740780726e-07,0.18890668878152564,0.39290895925236646,300,2,"frequency,act_max",10000,10000,2.069679463486518e-06,4.3127184699159044e-07
gemma_2_2b,collateral_raw,robust,coact_entropy,-0.3744057965059593,2.3790346573153184e-11,-0.457959904565499,-0.2733278050783805,300,2,"frequency,act_max",10000,10000,3.3306485202414454e-10,1.0110897293590103e-10
gemma_2_2b,collateral_raw,robust,coact_count,-0.19258741055459447,0.0008319481774190496,-0.3028226992863928,-0.07785335277509577,300,2,"frequency,act_max",10000,10000,0.005823637241933347,0.0012857380923748949
gemma_2_2b,collateral_raw,robust,logit_l2,0.21897211168679503,0.00013868366833286774,0.10915926010058165,0.323401073588358,300,2,"frequency,act_max",10000,10000,0.001109469346662942,0.00023576223616587517
gemma_2_2b,collateral_raw,robust,logit_linf,0.09102809431293364,0.11687146318163354,-0.02921886040471864,0.2094542573303807,300,2,"frequency,act_max",10000,10000,0.5843573159081676,0.14534328136230035
gemma_2_2b,collateral_raw,robust,logit_entropy,0.0038297386338340873,0.9475100424791211,-0.10520966278840371,0.11198683168097012,300,2,"frequency,act_max",10000,10000,1.0,1.0
gemma_2_2b,collateral_raw,robust,logit_top10_mass,-0.09033524853804299,0.11969446700424735,-0.20361982763864914,0.024940265792215466,300,2,"frequency,act_max",10000,10000,0.5843573159081676,0.14534328136230035
gemma_2_2b,collateral_raw,effect_only,crowding,0.26738118209369954,2.735396805967232e-06,0.15025266837799095,0.38159261499513536,300,1,effect_l2,10000,10000,3.2824761671606784e-05,6.496567414172176e-06
gemma_2_2b,collateral_raw,effect_only,crowd_max,0.22433939832847064,9.118232646800654e-05,0.10887964739390739,0.3360347432442837,300,1,effect_l2,10000,10000,0.0007294586117440523,0.00014437201690767703
gemma_2_2b,collateral_raw,effect_only,dec_norm,0.011821533595814155,0.8386939786083794,-0.1145051692383181,0.13529479964658972,300,1,effect_l2,10000,10000,1.0,0.8386939786083794
gemma_2_2b,collateral_raw,effect_only,enc_norm,0.03982155848206106,0.4927338978102846,-0.06989263008922746,0.1536631842569041,300,1,effect_l2,10000,10000,1.0,0.5507025916703181
gemma_2_2b,collateral_raw,effect_only,enc_dec_cos,-0.36681675254579743,5.91499654282015e-11,-0.4670128133835491,-0.2548341200038178,300,1,effect_l2,10000,10000,7.689495505666195e-10,1.6054990616226124e-10
gemma_2_2b,collateral_raw,effect_only,frequency,0.468201451529161,1.0736309696434654e-17,0.3669110222841338,0.5639711999044188,300,1,effect_l2,10000,10000,1.9325357453582377e-16,6.799662807741948e-17
gemma_2_2b,collateral_raw,effect_only,bin_entropy,0.468201451529161,1.0736309696434654e-17,0.3669110222841338,0.5639711999044188,300,1,effect_l2,10000,10000,1.9325357453582377e-16,6.799662807741948e-17
gemma_2_2b,collateral_raw,effect_only,act_entropy,0.46031646511296376,4.36453596707102e-17,0.3570828128262404,0.557190896964584,300,1,effect_l2,10000,10000,6.983257547313632e-16,2.0731545843587346e-16
gemma_2_2b,collateral_raw,effect_only,act_kurtosis,-0.3875355408787444,3.747863878421527e-12,-0.49017857034242046,-0.27926983344710066,300,1,effect_l2,10000,10000,5.247009429790138e-11,1.1868235615001503e-11
gemma_2_2b,collateral_raw,effect_only,act_mag,0.4957875169748107,5.913596048020805e-20,0.4001758894361905,0.5851776987286229,300,1,effect_l2,10000,10000,1.123583249123953e-18,1.123583249123953e-18
gemma_2_2b,collateral_raw,effect_only,act_mean_firing,0.236847273721372,3.5136172741486294e-05,0.1255393943816771,0.3471043291111847,300,1,effect_l2,10000,10000,0.00035136172741486295,6.675872820882396e-05
gemma_2_2b,collateral_raw,effect_only,act_std,0.44202324364154444,9.859030318013013e-16,0.34387388469238417,0.5342293964004762,300,1,effect_l2,10000,10000,1.478854547701952e-14,3.746431520844945e-15
gemma_2_2b,collateral_raw,effect_only,act_max,0.23148279926643223,5.323160377492837e-05,0.12159172717365417,0.3414489967626571,300,1,effect_l2,10000,10000,0.0004790844339743553,9.194549742942174e-05
gemma_2_2b,collateral_raw,effect_only,coact_entropy,0.26565144204246277,3.1888009538140667e-06,0.15238039709882062,0.3758899132207683,300,1,effect_l2,10000,10000,3.5076810491954733e-05,6.731913124718585e-06
gemma_2_2b,collateral_raw,effect_only,coact_count,-0.12960603772157783,0.025014967542149873,-0.24326903471253727,-0.008955549360116588,300,1,effect_l2,10000,10000,0.12507483771074937,0.03168562555338984
gemma_2_2b,collateral_raw,effect_only,logit_l2,-0.015076360569545089,0.7951588833812757,-0.12739622505179515,0.09787173101454165,300,1,effect_l2,10000,10000,1.0,0.8386939786083794
gemma_2_2b,collateral_raw,effect_only,logit_linf,-0.13725819105239367,0.01756204667063579,-0.24022773947889955,-0.02717211649934684,300,1,effect_l2,10000,10000,0.10537228002381474,0.023834206195862857
gemma_2_2b,collateral_raw,effect_only,logit_entropy,0.10952463970394498,0.058541670054326804,-0.005560715524455529,0.22301257953616452,300,1,effect_l2,10000,10000,0.23416668021730722,0.06951823318951308
gemma_2_2b,collateral_raw,effect_only,logit_top10_mass,-0.15422453496827435,0.007548526563598802,-0.26178720577588976,-0.043619492191471126,300,1,effect_l2,10000,10000,0.05283968594519162,0.011032461900644403
gemma_2_2b,collateral_ctilde,none,crowding,0.06909143434927055,0.23281878235124578,-0.05362212323279321,0.19185173982670567,300,0,,10000,10000,0.4987789148465952,0.24575315914853724
gemma_2_2b,collateral_ctilde,none,crowd_max,0.11426594898453932,0.04800061007793402,-0.007151433451315604,0.23175090114733982,300,0,,10000,10000,0.2666946816415266,0.06080077276538309
gemma_2_2b,collateral_ctilde,none,dec_norm,0.042093610693278376,0.4676174636830428,-0.08609483224407262,0.16739594385885753,300,0,,10000,10000,0.4987789148465952,0.4676174636830428
gemma_2_2b,collateral_ctilde,none,enc_norm,-0.11879598662207358,0.039753221564709756,-0.23213558899662212,-0.0020642784327752446,300,0,,10000,10000,0.2666946816415266,0.05395080069496324
gemma_2_2b,collateral_ctilde,none,enc_dec_cos,-0.14447028794434338,0.012244877495233694,-0.25834855919266325,-0.028340443055965593,300,0,,10000,10000,0.12244877495233694,0.022145969716294567
gemma_2_2b,collateral_ctilde,none,frequency,0.4709080264214696,5.7939880634624314e-18,0.36122191286719524,0.5689147428118033,300,0,,10000,10000,1.100857732057862e-16,5.50428866028931e-17
gemma_2_2b,collateral_ctilde,none,bin_entropy,0.4709080264214696,5.7939880634624314e-18,0.36122191286719524,0.5689147428118033,300,0,,10000,10000,1.100857732057862e-16,5.50428866028931e-17
gemma_2_2b,collateral_ctilde,none,act_entropy,0.46854876165290726,8.894611531988855e-18,0.35951428745587966,0.5677833330916396,300,0,,10000,10000,1.5120839604381053e-16,5.633253970259608e-17
gemma_2_2b,collateral_ctilde,none,act_kurtosis,-0.39998266647407194,5.940351644587806e-13,-0.502112512672579,-0.2882118050610329,300,0,,10000,10000,8.91052746688171e-12,2.2573336249433665e-12
gemma_2_2b,collateral_ctilde,none,act_mag,0.42913854598384427,7.158618843481094e-15,0.31977572212514627,0.526268415789982,300,0,,10000,10000,1.145379014956975e-13,3.40034395065352e-14
gemma_2_2b,collateral_ctilde,none,act_mean_firing,0.11979866442960477,0.0380992402345038,-0.0014396038507158715,0.23278044860494285,300,0,,10000,10000,0.2666946816415266,0.05395080069496324
gemma_2_2b,collateral_ctilde,none,act_std,0.3386593184368715,1.7432806731332066e-09,0.22232056131265376,0.44254005582556133,300,0,,10000,10000,2.4405929423864893e-08,5.520388798255155e-09
gemma_2_2b,collateral_ctilde,none,act_max,0.1366299625551395,0.017897352821976957,0.02022164572780988,0.24736356114661723,300,0,,10000,10000,0.14317882257581566,0.028337475301463518
gemma_2_2b,collateral_ctilde,none,coact_entropy,0.2984811273993205,1.3727976321082778e-07,0.18577375082342015,0.4071710064188287,300,0,,10000,10000,1.784636921740761e-06,3.7261650014367544e-07
gemma_2_2b,collateral_ctilde,none,coact_count,-0.08012985935055887,0.1662596382821984,-0.19246813913827326,0.03687594475963567,300,0,,10000,10000,0.4987789148465952,0.1858195957271629
gemma_2_2b,collateral_ctilde,none,logit_l2,-0.10777630862565139,0.06226816348259841,-0.22487630777535822,0.014460239356960367,300,0,,10000,10000,0.2666946816415266,0.07394344413558561
gemma_2_2b,collateral_ctilde,none,logit_linf,-0.2207308970099668,0.0001157941631003908,-0.3276405049318709,-0.10965666681970558,300,0,,10000,10000,0.0013895299572046897,0.00027501113736342817
gemma_2_2b,collateral_ctilde,none,logit_entropy,0.14353919828194386,0.012821350888381065,0.026052488930209703,0.25631205152862957,300,0,,10000,10000,0.12244877495233694,0.022145969716294567
gemma_2_2b,collateral_ctilde,none,logit_top10_mass,-0.18743274925276948,0.0011069440406085702,-0.294650210055526,-0.07499279158223993,300,0,,10000,10000,0.012176384446694272,0.002336881863506982
gemma_2_2b,collateral_ctilde,primary,crowding,0.2638256054278569,4.037570757292405e-06,0.1415723936844682,0.37580008504358003,300,3,"effect_l2,act_max,frequency",10000,10000,6.0563561359386075e-05,2.2879567624656963e-05
gemma_2_2b,collateral_ctilde,primary,crowd_max,0.17226739452505047,0.0028958543939468853,0.05385939598993417,0.28754840354952715,300,3,"effect_l2,act_max,frequency",10000,10000,0.03764610712130951,0.008970888969395909
gemma_2_2b,collateral_ctilde,primary,dec_norm,0.08048320806877098,0.16653652415752476,-0.04233784186579422,0.20561945400472234,300,3,"effect_l2,act_max,frequency",10000,10000,0.666146096630099,0.20222292219128007
gemma_2_2b,collateral_ctilde,primary,enc_norm,0.1256620879813497,0.030381694715799833,0.009558192410461054,0.2341116985172492,300,3,"effect_l2,act_max,frequency",10000,10000,0.29657558476594126,0.057387645574288576
gemma_2_2b,collateral_ctilde,primary,enc_dec_cos,-0.4419595107952177,1.2422773763613576e-15,-0.5301631813856096,-0.3397304184304575,300,3,"effect_l2,act_max,frequency",10000,10000,2.1118715398143078e-14,2.1118715398143078e-14
gemma_2_2b,collateral_ctilde,primary,bin_entropy,,,,,300,3,"effect_l2,act_max,frequency",10000,0,,
gemma_2_2b,collateral_ctilde,primary,act_entropy,0.017388434905744814,0.7653782362176342,-0.09632753688733486,0.1344180248776774,300,3,"effect_l2,act_max,frequency",10000,10000,1.0,0.8674286677133188
gemma_2_2b,collateral_ctilde,primary,act_kurtosis,-0.09167109913269882,0.11491287198949705,-0.20322910672415478,0.016885097633461618,300,3,"effect_l2,act_max,frequency",10000,10000,0.5745643599474852,0.15027067875549613
gemma_2_2b,collateral_ctilde,primary,act_mag,0.1175452528176213,0.042947697549077395,0.02147423693322222,0.2332833659991216,300,3,"effect_l2,act_max,frequency",10000,10000,0.30063388284354176,0.0663737143940287
gemma_2_2b,collateral_ctilde,primary,act_mean_firing,0.25395481624654226,9.380708337498716e-06,0.13824452806273643,0.3554183547541173,300,3,"effect_l2,act_max,frequency",10000,10000,0.00013132991672498202,3.986801043436954e-05
gemma_2_2b,collateral_ctilde,primary,act_std,0.12081399493439705,0.03744134265891841,0.01381706128184288,0.23371509305971247,300,3,"effect_l2,act_max,frequency",10000,10000,0.29953074127134727,0.06365028252016129
gemma_2_2b,collateral_ctilde,primary,coact_entropy,-0.31995012703447206,1.7044333385520032e-08,-0.41003614478881867,-0.21318253628574876,300,3,"effect_l2,act_max,frequency",10000,10000,2.727093341683205e-07,1.4487683377692028e-07
gemma_2_2b,collateral_ctilde,primary,coact_count,-0.16107368996223814,0.005396204768693377,-0.2737664010440867,-0.043276583631284525,300,3,"effect_l2,act_max,frequency",10000,10000,0.05935825245562715,0.01310506872396963
gemma_2_2b,collateral_ctilde,primary,logit_l2,0.010593770799785587,0.8557357929782825,-0.10475913589838527,0.12389288000960891,300,3,"effect_l2,act_max,frequency",10000,10000,1.0,0.9092192800394252
gemma_2_2b,collateral_ctilde,primary,logit_linf,-0.12621227325745032,0.029657558476594126,-0.23277569088511052,-0.019146987933096375,300,3,"effect_l2,act_max,frequency",10000,10000,0.29657558476594126,0.057387645574288576
gemma_2_2b,collateral_ctilde,primary,logit_entropy,0.11087321178011565,0.05631562971400871,-0.0064400837267580115,0.22282156535398198,300,3,"effect_l2,act_max,frequency",10000,10000,0.33789377828405226,0.07978047542817901
gemma_2_2b,collateral_ctilde,primary,logit_top10_mass,-0.17070283593971422,0.003166196106845615,-0.27467746366169044,-0.06297890941338459,300,3,"effect_l2,act_max,frequency",10000,10000,0.037994353282147376,0.008970888969395909
gemma_2_2b,collateral_ctilde,robust,crowding,0.05937527165894858,0.30698449387733234,-0.06473655385778049,0.18212839758241692,300,2,"frequency,act_max",10000,10000,1.0,0.521873639591465
gemma_2_2b,collateral_ctilde,robust,crowd_max,0.04766725528569191,0.4122889239385088,-0.07152038838594182,0.16819173155511793,300,2,"frequency,act_max",10000,10000,1.0,0.5812319788638493
gemma_2_2b,collateral_ctilde,robust,dec_norm,0.08695369626049233,0.13424167159908965,-0.04049972578334163,0.21242105310684534,300,2,"frequency,act_max",10000,10000,1.0,0.25356760190939154
gemma_2_2b,collateral_ctilde,robust,enc_norm,-0.055085485600043255,0.3433096230433436,-0.17356053985570924,0.06364894864016797,300,2,"frequency,act_max",10000,10000,1.0,0.5305694174306219
gemma_2_2b,collateral_ctilde,robust,enc_dec_cos,-0.24409912070761705,2.037689389755938e-05,-0.3585458900222873,-0.12518653256460005,300,2,"frequency,act_max",10000,10000,0.00034640719625850946,0.00018134837806244077
gemma_2_2b,collateral_ctilde,robust,bin_entropy,,,,,300,2,"frequency,act_max",10000,0,,
gemma_2_2b,collateral_ctilde,robust,act_entropy,-0.022795627568649366,0.6951242413970021,-0.1244811995940164,0.0847124865460064,300,2,"frequency,act_max",10000,10000,1.0,0.7653406688642019
gemma_2_2b,collateral_ctilde,robust,act_kurtosis,-0.020825413505666406,0.7203206295192489,-0.1378730816206377,0.08455545479104302,300,2,"frequency,act_max",10000,10000,1.0,0.7653406688642019
gemma_2_2b,collateral_ctilde,robust,act_mag,0.04207141084322993,0.46935232626065004,-0.054056081555765155,0.1612585415003885,300,2,"frequency,act_max",10000,10000,1.0,0.5812319788638493
gemma_2_2b,collateral_ctilde,robust,act_mean_firing,0.16676576881001393,0.0038897408728267974,0.05025675813089777,0.27249800040814914,300,2,"frequency,act_max",10000,10000,0.05056663134674837,0.01322511896761111
gemma_2_2b,collateral_ctilde,robust,act_std,0.04119550972491151,0.47866162965258174,-0.06328867483317331,0.15244909751801797,300,2,"frequency,act_max",10000,10000,1.0,0.5812319788638493
gemma_2_2b,collateral_ctilde,robust,coact_entropy,-0.24352798987959728,2.133510330146362e-05,-0.3352462766741451,-0.13519028502462857,300,2,"frequency,act_max",10000,10000,0.00034640719625850946,0.00018134837806244077
gemma_2_2b,collateral_ctilde,robust,coact_count,-0.1336547288465204,0.02100438734655395,-0.2521041158580913,-0.013209031941470828,300,2,"frequency,act_max",10000,10000,0.23104826081209345,0.05101065498448817
gemma_2_2b,collateral_ctilde,robust,logit_l2,-0.08896413744959929,0.12543742675358172,-0.20851948719648927,0.03638526070280792,300,2,"frequency,act_max",10000,10000,1.0,0.25356760190939154
gemma_2_2b,collateral_ctilde,robust,logit_linf,-0.19609115774921398,0.0006642193917830064,-0.3024755170090314,-0.08104614360481927,300,2,"frequency,act_max",10000,10000,0.009963290876745096,0.0037639098867703696
gemma_2_2b,collateral_ctilde,robust,logit_entropy,0.1408102411992798,0.014987616528978315,0.02204534949622844,0.2569431157313101,300,2,"frequency,act_max",10000,10000,0.17985139834773978,0.042464913498771885
gemma_2_2b,collateral_ctilde,robust,logit_top10_mass,-0.17777213824228208,0.002066542264297387,-0.28201206665254297,-0.0695950454617844,300,2,"frequency,act_max",10000,10000,0.02893159170016342,0.008782804623263895
gemma_2_2b,collateral_ctilde,effect_only,crowding,0.26613902783666454,3.0542104106242944e-06,0.14696562612142372,0.37821129508651474,300,1,effect_l2,10000,10000,3.359631451686724e-05,6.447777533540177e-06
gemma_2_2b,collateral_ctilde,effect_only,crowd_max,0.23512357758544256,4.019614650645704e-05,0.11886440454819326,0.3444963145047753,300,1,effect_l2,10000,10000,0.00040196146506457035,7.637267836226837e-05
gemma_2_2b,collateral_ctilde,effect_only,dec_norm,0.03652264329358355,0.529283474682394,-0.08900047429810413,0.15770509624667758,300,1,effect_l2,10000,10000,1.0,0.5915521187626757
gemma_2_2b,collateral_ctilde,effect_only,enc_norm,0.033459509232018854,0.5644077165869952,-0.07687959094405435,0.13870663759300128,300,1,effect_l2,10000,10000,1.0,0.5957637008418283
gemma_2_2b,collateral_ctilde,effect_only,enc_dec_cos,-0.32639464203336155,7.501499550464333e-09,-0.42608238514846075,-0.21482512575882365,300,1,effect_l2,10000,10000,9.751949415603633e-08,2.0361213065546044e-08
gemma_2_2b,collateral_ctilde,effect_only,frequency,0.48181679203402106,8.73766928458438e-19,0.380469589922572,0.5753061590626899,300,1,effect_l2,10000,10000,1.6466663538553238e-17,5.5338572135701075e-18
gemma_2_2b,collateral_ctilde,effect_only,bin_entropy,0.48181679203402106,8.73766928458438e-19,0.380469589922572,0.5753061590626899,300,1,effect_l2,10000,10000,1.6466663538553238e-17,5.5338572135701075e-18
gemma_2_2b,collateral_ctilde,effect_only,act_entropy,0.47647293633468957,2.3702404728185277e-18,0.3730946216945731,0.5707783371087742,300,1,effect_l2,10000,10000,3.7923847565096444e-17,1.1258642245888006e-17
gemma_2_2b,collateral_ctilde,effect_only,act_kurtosis,-0.4029030354118164,4.256632877139651e-13,-0.5009195259240145,-0.29884689350097043,300,1,effect_l2,10000,10000,5.959286027995511e-12,1.3479337444275563e-12
gemma_2_2b,collateral_ctilde,effect_only,act_mag,0.48186010212031116,8.666665020291178e-19,0.38440065704893345,0.5700874849002417,300,1,effect_l2,10000,10000,1.6466663538553238e-17,5.5338572135701075e-18
gemma_2_2b,collateral_ctilde,effect_only,act_mean_firing,0.21857293477189216,0.00013907095612201683,0.10796707404493129,0.32280447362322395,300,1,effect_l2,10000,10000,0.0012516386050981515,0.00024021346966530182
gemma_2_2b,collateral_ctilde,effect_only,act_std,0.4177633300298528,4.6567817474591626e-14,0.31414216716929977,0.5114332093331178,300,1,effect_l2,10000,10000,6.985172621188744e-13,1.7695770640344819e-13
gemma_2_2b,collateral_ctilde,effect_only,act_max,0.20639204689964366,0.00032731891660064933,0.09451638031914215,0.3122225874447849,300,1,effect_l2,10000,10000,0.0026185513328051946,0.0005182549512843614
